formula	count
openssl@3	527727
xz	415086
sqlite	394912
ca-certificates	380387
zstd	367041
python@3.14	339546
readline	335058
node	302470
gh	263543
pcre2	254180
icu4c@78	245850
lz4	237754
awscli	229344
gettext	220345
ffmpeg	208865
python@3.13	208059
go	203098
libpng	201965
mpdecimal	198260
uv	190947
glib	188243
libnghttp3	180446
libngtcp2	177267
libnghttp2	169456
brotli	167068
cmake	165914
harfbuzz	163136
little-cms2	161921
libtiff	160156
ncurses	155139
libunistring	150827
pkgconf	149704
libx11	148971
gmp	147840
expat	147536
libuv	147090
libxext	144428
freetype	138540
zlib	134630
c-ares	134468
xorgproto	132893
gemini-cli	132200
jpeg-turbo	130938
llhttp	130310
fmt	129010
ada-url	128337
gcc	126435
m4	118243
simdjson	117872
git	117755
hdrhistogram_c	112021
gnutls	107635
svt-av1	106922
p11-kit	105876
dav1d	105475
uvwasi	102676
coreutils	101378
bzip2	100588
krb5	100525
fontconfig	100145
libffi	95618
libxcb	92650
libxau	92194
zlib-ng-compat	91891
protobuf	90509
libssh2	89254
libxdmcp	89144
libedit	86833
opus	86114
pango	85409
libxrender	83952
openexr	83251
unzip	82488
openjph	81968
berkeley-db@5	81882
libvpx	81726
libgcrypt	81613
curl	81463
pixman	81304
python@3.12	79596
jpeg-xl	79091
abseil	76691
xcbeautify	76652
cairo	76067
openjdk	75216
binutils	74217
libgpg-error	72197
mise	71666
gnupg	70530
libtasn1	69930
python@3.11	69888
giflib	68712
x265	68360
certifi	68104
sdl2	67522
libxml2	67484
libtool	66784
mpfr	66563
jq	65072
tree	65015
