formula	count
ca-certificates	508224
openssl@3	481239
xz	461152
sqlite	414621
zstd	354960
node	345965
gh	305366
readline	296123
icu4c@78	294584
python@3.14	266253
lz4	251523
libnghttp2	240308
harfbuzz	230282
libunistring	227490
glib	226306
simdjson	225228
pcre2	225187
libpng	204446
uv	201231
mpdecimal	199104
libngtcp2	198589
awscli	198107
freetype	192616
jpeg-turbo	187514
gettext	180131
ffmpeg	177926
cmake	170128
brotli	162866
gmp	160412
expat	159077
libuv	150123
ncurses	150115
libtiff	145153
go	145035
zlib-ng-compat	144055
libnghttp3	144022
libx11	143960
pkgconf	142451
giflib	140891
git	138840
ada-url	137620
little-cms2	128079
libxext	127209
xorgproto	124927
c-ares	122188
gemini-cli	118888
openexr	117638
fmt	113076
gnupg	109115
fontconfig	108797
aom	103543
m4	103327
python@3.13	103266
llhttp	101766
libffi	100862
bzip2	98695
uvwasi	96120
libxcb	95948
hdrhistogram_c	95567
libxau	95299
dav1d	94336
svt-av1	93259
libxdmcp	92519
pango	90811
gcc	90125
libedit	90075
pixman	89909
libxrender	89092
coreutils	88911
krb5	87844
gnutls	87749
mise	86550
pipx	86493
cairo	85827
unzip	83196
libmpc	82870
poppler	82649
berkeley-db@5	82640
protobuf	81747
jq	81055
libssh2	80944
p11-kit	78601
libgpg-error	78170
ollama	77332
deno	76893
xcbeautify	76850
yt-dlp	76386
libgcrypt	75479
libevent	75284
autoconf	74872
libvpx	74786
opus	74725
libvmaf	74656
imagemagick	73873
libtasn1	73847
libidn2	73836
lzo	72729
libomp	72491
unbound	71454
sdl2	70031
