formula	count
openssl@3	531620
ca-certificates	504485
xz	502373
sqlite	405937
zstd	341379
node	336024
gh	305519
python@3.14	299088
readline	283482
icu4c@78	264402
libpng	257676
lz4	249260
libnghttp2	243044
libngtcp2	218859
pcre2	217400
libunistring	213079
simdjson	206395
harfbuzz	202804
jpeg-turbo	202635
awscli	196922
mpdecimal	194232
glib	192256
freetype	191449
uv	182223
ffmpeg	172938
gettext	170542
gmp	163979
cmake	163275
git	152475
ncurses	147891
brotli	147410
expat	146604
go	143528
giflib	143296
zlib-ng-compat	141167
libtiff	141002
libx11	137822
pkgconf	136842
libnghttp3	134038
ada-url	133966
libuv	129140
libxext	123396
xorgproto	120877
little-cms2	120727
gemini-cli	119591
openexr	116248
c-ares	114174
fontconfig	108853
libvmaf	108274
fmt	108072
python@3.13	105443
llhttp	104031
coreutils	101404
libffi	99645
aom	97808
m4	97596
bzip2	95725
svt-av1	94721
mise	94544
libxcb	93811
libxau	93117
dav1d	91663
pixman	90587
pango	90581
libxdmcp	90251
gnupg	89857
libgcrypt	89702
hdrhistogram_c	89698
uvwasi	88744
libxrender	87891
libedit	87179
cairo	86628
libmpc	86545
krb5	86408
jq	85703
gnutls	83939
poppler	83620
ollama	83302
gcc	82951
xcbeautify	81136
x265	81021
unzip	80078
berkeley-db@5	78909
libssh2	78207
libevent	75987
p11-kit	75230
libgpg-error	75222
autoconf	74716
libidn2	73817
lzo	73812
imagemagick	73757
ripgrep	73193
simdutf	73104
opus	73092
libvpx	71826
libtasn1	71311
libomp	71241
protobuf	70713
unbound	69472
util-linux	69100
