formula	count
openssl@3	484310
ca-certificates	380247
python@3.14	316546
sqlite	304829
gh	300711
node	285619
libcap	258041
bubblewrap	236900
xz	230312
zstd	209308
glib	208865
ffmpeg	204473
libffi	185976
fontconfig	176139
awscli	175230
readline	169034
uv	162093
cmake	159645
pcre2	159313
lz4	155364
libtiff	155324
icu4c@78	153083
jpeg-turbo	151848
gmp	135023
mpdecimal	131474
libngtcp2	126439
git	125797
libnghttp3	122043
harfbuzz	119237
fmt	118289
libpng	117781
gcc	117531
pkgconf	114606
libx11	114108
libunistring	113495
gettext	113379
llhttp	112471
little-cms2	111674
ncurses	111502
libvmaf	110845
c-ares	107429
go	105305
jq	105302
expat	105194
zlib-ng-compat	102032
python@3.13	100263
poppler	96424
freetype	92547
graphite2	92279
sdl3	89153
gnupg	87143
libxext	86092
pango	85595
giflib	84253
xorgproto	83991
json-c	83786
tmux	82996
brotli	82760
protobuf	82708
llvm	80521
hdrhistogram_c	79539
libnghttp2	77679
coreutils	76466
luajit	74977
libssh2	72793
imagemagick	72458
libxcb	72224
gnutls	72036
sdl2-compat	71584
cairo	71314
certifi	68964
openexr	66912
webp	66745
pixman	66196
gpgme	66124
p11-kit	65672
python@3.12	65383
deno	65197
curl	65145
xcbeautify	64600
pipx	63607
mise	63284
pnpm	63111
yt-dlp	62771
lame	62438
gdk-pixbuf	62335
z3	61568
x265	61445
libxau	61397
oniguruma	60988
dav1d	60561
libevent	60225
docker	59508
libxdmcp	59339
just	59303
ripgrep	58173
krb5	57786
libxrender	57770
libuv	57012
openjph	55547
