formula	count
openssl@3	549996
xz	516751
ca-certificates	469340
sqlite	395796
python@3.14	329160
zstd	325653
gh	317518
node	300745
readline	270102
libpng	246774
lz4	242789
icu4c@78	240943
libnghttp2	238453
pcre2	208312
harfbuzz	204337
libngtcp2	204230
simdjson	203045
awscli	198469
libunistring	198394
mpdecimal	186824
jpeg-turbo	176075
ffmpeg	175952
glib	174241
gmp	163383
uv	162453
freetype	162217
gettext	160320
cmake	156906
expat	151702
giflib	144398
little-cms2	143566
ncurses	142425
git	138835
go	138539
zlib-ng-compat	136319
libtiff	136104
brotli	134632
pkgconf	130565
libx11	130316
libvmaf	129511
libnghttp3	125331
libuv	118875
libxext	118636
simdutf	117568
xorgproto	115584
python@3.13	115136
coreutils	113861
c-ares	109436
ada-url	107163
fontconfig	106427
llhttp	105297
fmt	104852
merve	104596
gnupg	102108
openexr	99642
gemini-cli	95605
mise	95365
libffi	95275
x265	94852
m4	94405
bzip2	91781
ollama	90928
libgcrypt	90921
libxcb	90275
libxau	90241
aom	90046
dav1d	89784
libgpg-error	89522
pixman	89173
libxdmcp	87275
libxrender	85808
cairo	85595
hdrhistogram_c	85352
nbytes	84095
libmpc	83947
uvwasi	83904
jq	83470
gnutls	82997
xcbeautify	81917
krb5	81833
poppler	81719
libedit	81523
gcc	78884
ripgrep	78163
svt-av1	77006
unbound	76988
unzip	76211
fzf	74762
libevent	73967
pango	73904
lzo	73396
libssh2	73385
llvm	72532
imagemagick	71940
p11-kit	71779
opus	71476
libomp	71350
libidn2	70676
neovim	70343
libvpx	69424
