formula	count
openssl@3	435395
ca-certificates	431621
sqlite	357159
python@3.14	329052
gh	293448
node	285732
xz	259749
zstd	224025
glib	205516
fontconfig	197198
libcap	192729
awscli	190338
readline	184965
ffmpeg	174183
bubblewrap	173812
uv	171944
pcre2	170852
icu4c@78	166866
lz4	166200
harfbuzz	159412
libffi	156024
cmake	153699
mpdecimal	143463
libngtcp2	139408
gmp	138686
libnghttp3	134214
jpeg-turbo	129817
libpng	127209
libunistring	125634
gettext	123166
little-cms2	122948
libx11	122271
ncurses	121763
graphite2	119388
libtiff	117602
go	116122
fmt	113715
llhttp	112371
gcc	111875
git	110045
pkgconf	109821
expat	108750
libvmaf	107980
zlib-ng-compat	105322
freetype	100826
llvm	97811
jq	97157
libxext	93478
xorgproto	89164
brotli	88351
poppler	87619
libnghttp2	86144
giflib	85918
protobuf	84529
python@3.13	84196
coreutils	83203
gnutls	81863
pango	80713
openjph	79401
imagemagick	78076
cairo	77993
pipx	77910
libxcb	77381
openexr	76762
xcbeautify	75836
tmux	75055
c-ares	73977
certifi	73137
python@3.12	73006
ollama	72938
gnupg	71958
pixman	71248
libomp	70205
gdk-pixbuf	69647
deno	68660
docker	68482
hdrhistogram_c	67716
x265	66395
mise	65556
dav1d	65483
libxau	64996
libxdmcp	63812
pnpm	63752
z3	63678
ripgrep	63175
pyenv	63058
oniguruma	62647
libuv	62285
libxrender	62220
curl	62115
gpgme	61141
nettle	61035
simdjson	60924
bash	59394
krb5	59351
m4	59179
simdutf	58289
yt-dlp	58251
ada-url	57567
webp	57555
