formula	count
ca-certificates	410922
openssl@3	406941
gh	229809
python@3.14	216010
ffmpeg	165880
uv	162348
node	157741
sqlite	149972
awscli	144083
pkgconf	143427
glib	143022
go	140933
pcre2	138980
cmake	135695
xz	135550
harfbuzz	128460
zstd	126770
simdjson	124305
fontconfig	120076
gmp	103061
ncurses	102917
little-cms2	102643
lz4	97900
readline	96420
icu4c@78	93231
gcc	90904
libtiff	90648
json-c	89367
mpdecimal	83433
protobuf	82812
libffi	82723
jpeg-turbo	75909
zlib-ng-compat	75868
libx11	75282
expat	75274
libpng	73118
abseil	65636
x265	65585
webp	63039
gettext	62532
coreutils	62059
llvm	61234
libnghttp2	60788
libunistring	60582
simdutf	60217
gnupg	59700
git	59055
jq	57222
giflib	56885
openjdk	56667
freetype	54826
xcbeautify	54731
oniguruma	54593
libngtcp2	54206
libnghttp3	53927
brotli	52796
imagemagick	52509
ripgrep	52061
dav1d	51913
yt-dlp	51899
python@3.12	51828
merve	51752
nss	50860
c-ares	50569
xorgproto	50497
fmt	50353
sdl3	50223
libvpx	50138
yq	50083
tmux	49793
mise	49670
graphite2	49078
libvmaf	48390
poppler	48293
pipx	48217
pango	47356
mpg123	46753
p11-kit	46707
libssh2	46059
ruby	45831
libxext	45691
python@3.13	45185
libxcb	45069
hello	44872
gnutls	44538
libgcrypt	44133
z3	43909
llhttp	43454
rust	43205
libtool	42942
pnpm	42775
krb5	42173
fzf	40556
ollama	39892
gdk-pixbuf	39879
neovim	39224
kubernetes-cli	39029
sdl2-compat	38727
ninja	38569
libheif	38449
