formula	count
openssl@3	538860
zstd	422926
xz	414304
sqlite	396362
ca-certificates	380106
readline	328659
node	320175
gh	312634
python@3.14	310958
pcre2	279812
lz4	245268
icu4c@78	235267
awscli	231841
gettext	218804
glib	208422
libpng	205473
ffmpeg	200699
go	200063
mpdecimal	199834
uv	199744
libunistring	190551
libngtcp2	183259
libtiff	179124
python@3.13	173949
libx11	171795
freetype	169948
libnghttp2	169780
brotli	165663
libuv	164031
libnghttp3	160335
gmp	156619
ncurses	155729
pkgconf	149311
expat	147943
zlib-ng-compat	146315
ada-url	145396
libxext	144501
simdjson	143423
little-cms2	142022
llhttp	138616
gemini-cli	136528
cmake	135757
gcc	135743
m4	135474
xorgproto	134688
c-ares	133052
fmt	132527
jpeg-turbo	130241
git	129423
harfbuzz	124344
gnutls	119582
hdrhistogram_c	113609
openexr	111727
zlib	108119
coreutils	107270
fontconfig	103776
bzip2	103348
p11-kit	102338
uvwasi	102056
dav1d	101457
libssh2	100537
libffi	99309
libxcb	97072
libxau	96638
krb5	96281
libxdmcp	93307
libgcrypt	92406
libvpx	91141
openjph	90977
jpeg-xl	89405
protobuf	89088
libedit	88901
libxrender	87471
unzip	85303
libgpg-error	85260
svt-av1	85244
pixman	84352
berkeley-db@5	83796
curl	82260
pango	80191
opus	79530
cairo	79466
certifi	79277
mise	78503
binutils	77643
xcbeautify	76607
abseil	75933
gnupg	73366
giflib	70814
libtasn1	70557
llvm	70228
libxml2	69189
x265	68224
mpfr	68220
pyenv	68044
libtool	67953
libthai	67787
sdl2	67432
libdatrie	67204
util-linux	67203
