formula	count
openssl@3	557019
ca-certificates	466288
sqlite	285122
gh	278880
libcap	264202
node	262175
bubblewrap	237186
python@3.14	234379
pkgconf	209372
awscli	204850
xz	193103
uv	193018
glib	190452
ffmpeg	181221
fontconfig	179063
zstd	176819
json-c	171226
cmake	169298
libtiff	165883
libffi	156460
pcre2	146723
jpeg-turbo	141363
readline	140353
icu4c@78	134152
lz4	132295
gmp	129289
go	122912
ncurses	119524
c-ares	119276
mpdecimal	118657
git	115236
libngtcp2	113104
libnghttp3	111588
libx11	107517
poppler	106980
harfbuzz	105279
libssh2	104797
ripgrep	103155
libpng	100211
zlib-ng-compat	99833
gettext	95415
little-cms2	92586
webp	91939
libunistring	91114
expat	90413
gnupg	87110
llhttp	84898
dav1d	84331
fmt	84085
gcc	84031
giflib	83881
jq	83198
libvmaf	78370
freetype	77630
luajit	77540
python@3.13	76634
lame	75976
p11-kit	75319
coreutils	74883
xorgproto	74657
imagemagick	74109
graphite2	73910
pnpm	73282
pipx	73274
sdl3	72674
brotli	71273
mise	71170
libxext	70821
libtool	70819
libnghttp2	69780
fzf	69715
simdjson	68881
deno	68809
pango	67074
hdrhistogram_c	66440
z3	66059
llvm	64934
libxcb	64439
libevent	63519
protobuf	63275
svt-av1	62397
ada-url	61908
certifi	61493
gnutls	60651
isl	58268
tmux	58072
openjdk	57882
oniguruma	57818
yt-dlp	57536
cairo	57407
docker	57336
xcbeautify	57292
mpg123	56572
just	56014
krb5	55078
x265	54444
libxau	54389
pixman	53873
sdl2-compat	53557
libxdmcp	53224
