formula	count
openssl@3	561953
xz	464071
ca-certificates	448527
sqlite	390334
python@3.14	352205
gh	319337
zstd	316657
node	288680
readline	261713
lz4	239633
libpng	239144
libnghttp2	236655
icu4c@78	229930
pcre2	204477
awscli	199451
ffmpeg	191986
glib	191857
libunistring	191320
libngtcp2	189724
mpdecimal	184104
simdjson	178124
harfbuzz	177964
gmp	164905
jpeg-turbo	163554
uv	160180
freetype	155882
gettext	154691
cmake	151270
expat	151146
little-cms2	149840
giflib	144979
ncurses	138489
simdutf	137879
git	136941
llhttp	136683
zlib-ng-compat	134836
libtiff	134417
go	134200
libx11	129111
pkgconf	127804
brotli	127703
merve	127138
libvmaf	126228
python@3.13	125766
libnghttp3	120325
coreutils	119407
libxext	117681
xorgproto	114648
libuv	112343
fontconfig	107414
c-ares	106378
gnupg	103757
nbytes	102342
fmt	102043
x265	101024
gnutls	100553
ada-url	98744
gemini-cli	93663
libgpg-error	93145
m4	92698
libffi	92661
libgcrypt	92344
mise	92153
unbound	90993
libxcb	90691
openexr	90479
libxau	90424
pixman	90391
bzip2	89434
ollama	88544
dav1d	87931
libxdmcp	87352
cairo	86995
libxrender	86110
libmpc	83659
hdrhistogram_c	82474
xcbeautify	82082
jq	81934
uvwasi	80746
ripgrep	80265
krb5	79593
libedit	79177
gcc	78266
llvm	77934
python@3.12	75129
aom	74985
lzo	74980
unzip	73876
svt-av1	73413
certifi	72763
libevent	72113
libssh2	71431
pango	71304
imagemagick	71244
poppler	71222
opus	71079
libomp	70561
libidn2	69919
p11-kit	69732
graphite2	69389
