formula	count
openssl@3	520965
xz	433459
ca-certificates	425902
sqlite	379453
python@3.14	333652
gh	317033
zstd	305578
node	300503
readline	252483
lz4	233859
libnghttp2	232709
libpng	224286
icu4c@78	221060
ffmpeg	200929
pcre2	200609
glib	198879
awscli	187382
libunistring	184978
simdjson	182461
libngtcp2	181946
mpdecimal	179448
harfbuzz	165535
gmp	161650
uv	160959
jpeg-turbo	156849
little-cms2	153684
simdutf	153589
freetype	150965
gettext	150078
cmake	149115
expat	148175
giflib	145406
merve	144209
llhttp	142756
git	136542
ncurses	133706
libtiff	132007
zlib-ng-compat	131742
go	131086
libx11	126876
pkgconf	125887
brotli	124062
coreutils	119276
libvmaf	117969
nbytes	117716
libnghttp3	116588
libxext	116060
xorgproto	113221
python@3.13	110071
libgpg-error	107497
fontconfig	107408
libuv	107346
x265	105205
gnutls	104797
c-ares	104077
gnupg	102003
fmt	99433
unbound	94982
ada-url	92935
mise	92067
libgcrypt	91811
gemini-cli	91571
pixman	90870
m4	90805
libffi	90558
libxcb	90362
libxau	89943
cairo	87125
libxdmcp	87009
dav1d	86150
bzip2	85984
libxrender	85732
openexr	84979
libedit	83662
llvm	83634
ollama	83178
libmpc	82347
hdrhistogram_c	80250
xcbeautify	79041
jq	78919
ripgrep	78521
uvwasi	78170
krb5	77337
python@3.12	77194
gcc	76088
lzo	75794
certifi	74345
svt-av1	70997
unzip	70820
opus	70639
imagemagick	70539
graphite2	70145
libssh2	69662
pango	69539
libevent	69150
openjph	68940
curl	68678
libidn2	68656
libomp	67821
poppler	67245
