formula	count
ca-certificates	483126
openssl@3	476011
xz	401400
sqlite	378910
python@3.14	360867
zstd	298866
gh	283251
node	273773
readline	248294
lz4	233991
icu4c@78	212250
libnghttp2	209634
glib	209355
pcre2	198550
awscli	189627
ffmpeg	189307
libunistring	181184
mpdecimal	179381
libpng	179160
uv	176437
little-cms2	165451
expat	162603
gmp	158119
simdjson	155654
jpeg-turbo	152668
libngtcp2	151389
llhttp	151274
gettext	148644
freetype	147313
harfbuzz	143863
cmake	141975
gnutls	139909
ncurses	133444
libtiff	132221
simdutf	131107
zlib-ng-compat	130748
go	128142
libx11	125738
brotli	123570
pkgconf	123467
gnupg	123203
giflib	123049
merve	121947
git	120298
libgpg-error	117436
libnghttp3	116557
coreutils	115604
libxext	115270
xorgproto	112840
unbound	110071
fontconfig	109524
libvmaf	108864
c-ares	103104
libuv	102590
python@3.13	100232
x265	99595
fmt	98732
nbytes	95193
mise	92658
pixman	92471
libedit	92434
nettle	91627
libxcb	91059
m4	90910
libxau	90541
llvm	90420
cairo	89543
libxdmcp	88026
libffi	87925
ada-url	87558
libxrender	86309
dav1d	85569
bzip2	84911
libksba	84130
xcbeautify	83407
aom	82481
python@3.12	81095
docker	79947
hdrhistogram_c	78889
certifi	78532
pnpm	78247
lzo	78230
jq	78036
libgcrypt	77283
uvwasi	76462
ruby	76105
ollama	75248
imagemagick	74845
krb5	74576
curl	74416
openjph	73808
gcc	73787
ripgrep	73655
libssh2	72652
graphite2	72073
gemini-cli	70740
opus	69755
libusb	69678
unzip	69626
libomp	69141
