formula	count
openssl@3	487783
ca-certificates	467574
xz	409605
sqlite	377397
python@3.14	358029
zstd	300413
gh	294877
node	277234
readline	248807
libnghttp2	233961
lz4	233471
icu4c@78	214503
glib	206769
ffmpeg	204254
pcre2	199445
awscli	188727
libpng	187281
libunistring	182614
mpdecimal	179573
simdjson	173972
uv	168702
little-cms2	162220
harfbuzz	160333
expat	159937
libngtcp2	159708
gmp	157802
jpeg-turbo	153591
llhttp	149819
cmake	149233
gettext	149146
freetype	147872
simdutf	137485
git	136826
ncurses	133503
libtiff	131806
zlib-ng-compat	131171
go	128260
merve	128136
gnutls	126937
giflib	126083
libx11	125889
pkgconf	123819
brotli	123560
coreutils	122419
gnupg	119657
libnghttp3	116526
libgpg-error	115724
libxext	115431
xorgproto	112734
libvmaf	112224
x265	111670
fontconfig	108726
libuv	103961
c-ares	103361
python@3.13	101673
unbound	101215
nbytes	99473
fmt	98485
llvm	94974
libedit	92151
pixman	92009
mise	91714
m4	91037
libxcb	90715
libxau	90086
ada-url	88774
cairo	88667
nettle	87947
libffi	87865
libxdmcp	87364
libxrender	85868
dav1d	85142
bzip2	85126
xcbeautify	82729
libksba	81310
libgcrypt	80490
python@3.12	80076
aom	79617
hdrhistogram_c	79129
docker	78690
imagemagick	78164
jq	78051
ollama	77866
certifi	77471
lzo	77417
libmpc	76871
uvwasi	76744
krb5	75663
gemini-cli	75396
gcc	74752
openjph	74194
ruby	74044
ripgrep	73863
pnpm	73333
curl	72726
libssh2	71471
graphite2	71329
libomp	70244
unzip	70047
opus	69766
