formula	count
openssl@3	500854
zstd	404058
xz	402951
sqlite	390101
ca-certificates	374489
gh	368150
node	355621
readline	319032
python@3.14	259484
pcre2	252569
lz4	251757
libunistring	231239
icu4c@78	229156
awscli	222203
glib	219312
mpdecimal	202875
libuv	198301
libngtcp2	198252
uv	197933
gettext	196839
freetype	186006
harfbuzz	183565
go	178542
ffmpeg	177611
libnghttp2	175129
simdjson	174866
libpng	171699
brotli	170631
zlib-ng-compat	166720
libx11	161365
libtiff	161337
gmp	161182
libnghttp3	157577
pkgconf	151389
ncurses	150619
expat	140593
ada-url	138821
little-cms2	137854
c-ares	137113
libxext	136760
llhttp	135424
gemini-cli	131399
xorgproto	130839
jpeg-turbo	127455
fmt	126940
cmake	125214
m4	123668
git	121929
gcc	120758
python@3.13	115909
openexr	112499
uvwasi	107342
hdrhistogram_c	107045
bzip2	103767
fontconfig	103558
libffi	101692
gnutls	100979
libvpx	99404
dav1d	98087
libxcb	96944
libxau	96926
openjph	94159
libxdmcp	93411
libgpg-error	92379
giflib	91827
libgcrypt	90225
gnupg	89385
coreutils	89371
libedit	88967
libxrender	88758
imagemagick	88223
krb5	86890
certifi	86394
unzip	86259
pixman	85543
p11-kit	84829
berkeley-db@5	84215
libssh2	82562
jpeg-xl	81147
cairo	81002
protobuf	80731
mise	79934
opus	79364
node@22	77546
xcbeautify	75992
svt-av1	75400
pyenv	75394
yt-dlp	72966
libtasn1	71747
pango	71035
zlib	70583
sdl2	70169
x265	70156
curl	69491
libxml2	69487
poppler	69288
unbound	68576
deno	67953
libxcrypt	67886
llvm	67770
