formula	count
ca-certificates	542987
openssl@3	433249
sqlite	387948
xz	325339
python@3.14	316869
gh	262202
zstd	251433
node	228355
readline	212020
awscli	199129
fontconfig	195958
lz4	192249
icu4c@78	188518
glib	188092
pcre2	186922
uv	171108
mpdecimal	159519
harfbuzz	156633
libunistring	152101
ffmpeg	149978
libpng	149409
cmake	148730
libngtcp2	146194
gmp	140565
gettext	137820
little-cms2	135772
jpeg-turbo	134507
ncurses	132403
go	129947
libnghttp3	129776
libnghttp2	128602
libtiff	127557
expat	127541
gnutls	126766
libx11	126420
freetype	122280
pkgconf	114900
zlib-ng-compat	110242
llvm	107126
brotli	105551
graphite2	105111
gnupg	104553
libxext	103620
llhttp	103229
giflib	101901
git	100932
xorgproto	100256
imagemagick	99195
aom	99063
coreutils	95476
simdjson	94427
fmt	93978
libvmaf	89170
nettle	88917
c-ares	87481
libffi	85229
cairo	85143
libxcb	83767
simdutf	83671
xcbeautify	81983
pixman	81360
libusb	79732
libuv	79682
protobuf	79051
docker	78949
x265	77735
gemini-cli	76538
ada-url	76491
merve	76479
libxau	75933
mise	75740
dav1d	75670
libgpg-error	75122
certifi	75030
openjdk	74849
libxdmcp	74635
pnpm	74285
libomp	73700
m4	73370
libxrender	73123
poppler	73032
nbytes	72658
ripgrep	71013
ruby	70895
tmux	70254
libksba	68524
jq	68277
pango	67378
lzo	67169
bzip2	66764
unbound	66580
librsvg	66138
python@3.13	66021
openjph	65904
gcc	65437
libedit	65351
krb5	65192
ollama	64988
pipx	64576
libheif	64491
