formula	count
ca-certificates	541731
openssl@3	435743
sqlite	387103
xz	330361
python@3.14	318505
zstd	254167
gh	252583
node	228867
readline	214572
awscli	195830
lz4	194924
fontconfig	191905
icu4c@78	189439
glib	188558
pcre2	187261
uv	168418
mpdecimal	160683
harfbuzz	155193
libunistring	153814
ffmpeg	151507
libpng	150312
cmake	148372
libngtcp2	147094
gmp	141474
gettext	138525
little-cms2	135973
jpeg-turbo	135189
gnutls	134825
libnghttp2	132579
ncurses	132029
go	131370
expat	131204
libnghttp3	129823
libtiff	127641
libx11	125863
freetype	123435
pkgconf	115155
zlib-ng-compat	110536
llvm	110484
brotli	106589
llhttp	105564
gnupg	105236
libxext	104058
graphite2	102793
giflib	102735
git	101863
xorgproto	100742
aom	99060
imagemagick	98579
simdjson	98346
nettle	97684
coreutils	96323
fmt	94724
libvmaf	89821
c-ares	88466
simdutf	85382
cairo	85221
libxcb	83897
xcbeautify	82283
libffi	81949
pixman	81808
libuv	81083
libusb	79435
docker	79343
x265	78397
merve	78326
protobuf	77888
ada-url	77412
libgpg-error	77225
mise	76897
libxau	76605
dav1d	75913
pnpm	75263
libxdmcp	75248
ruby	75077
libomp	75005
gemini-cli	74748
certifi	74748
m4	74350
openjdk	74288
nbytes	74129
libxrender	73590
ripgrep	71317
libksba	70269
tmux	70085
unbound	69095
poppler	69030
jq	68527
bzip2	67751
lzo	67716
libedit	67634
pango	67421
python@3.13	67191
krb5	65634
librsvg	65449
openjph	65362
gcc	65259
pipx	65181
libssh2	64618
libheif	64373
