formula	count
openssl@3	468347
ca-certificates	457713
sqlite	412691
xz	386297
zstd	374990
node	363672
gh	337094
readline	310793
icu4c@78	283350
lz4	252133
libunistring	248857
python@3.14	243189
pcre2	237277
glib	229648
harfbuzz	229500
libnghttp2	225335
freetype	213455
mpdecimal	204459
awscli	202603
uv	202593
libngtcp2	202529
simdjson	201775
gettext	189721
libuv	185062
ffmpeg	179536
libpng	175306
brotli	174268
gmp	160612
go	158995
expat	157333
cmake	157069
jpeg-turbo	156286
libnghttp3	154058
libx11	152776
libtiff	152577
pkgconf	152060
zlib-ng-compat	151485
ncurses	149961
ada-url	142168
git	137009
little-cms2	135454
c-ares	133987
libxext	133243
xorgproto	130302
giflib	125002
gemini-cli	124247
fmt	121344
openexr	120085
m4	112004
fontconfig	109729
llhttp	106316
python@3.13	106095
gnupg	105781
uvwasi	105228
libffi	103492
hdrhistogram_c	102600
bzip2	101627
libxcb	99177
libxau	98358
gcc	97339
dav1d	95842
libxdmcp	95306
imagemagick	92805
gnutls	91866
libxrender	91146
libedit	91009
pixman	90369
svt-av1	89563
protobuf	88825
coreutils	88456
krb5	87862
pango	87191
cairo	85929
unzip	85678
berkeley-db@5	84744
mise	84142
yt-dlp	82556
p11-kit	81604
libssh2	81062
libgpg-error	80990
libvpx	80068
deno	78951
libgcrypt	78685
opus	78169
libmpc	76496
certifi	76252
xcbeautify	75691
poppler	75397
libtasn1	74896
aom	74744
curl	73801
node@22	73057
unbound	72512
jq	72425
libidn2	72357
libevent	72316
lzo	72313
sdl2	72179
jpeg-xl	70497
libxcrypt	70475
