formula	count
openssl@3	502879
xz	407993
zstd	404114
sqlite	401581
ca-certificates	378625
gh	375631
node	360494
readline	322303
python@3.14	258003
lz4	255138
pcre2	252993
libunistring	240110
icu4c@78	237575
glib	233397
awscli	230795
mpdecimal	205397
uv	203185
libngtcp2	201149
gettext	199141
libuv	197191
harfbuzz	189691
freetype	187723
simdjson	181685
libnghttp2	177440
ffmpeg	176389
go	175220
brotli	173152
libpng	170152
gmp	165533
zlib-ng-compat	163343
libtiff	161310
libx11	160767
libnghttp3	158560
pkgconf	153092
ncurses	151831
expat	141639
ada-url	139770
little-cms2	139206
c-ares	138273
gemini-cli	137752
libxext	137704
xorgproto	132209
jpeg-turbo	129095
fmt	127428
llhttp	126095
cmake	125182
m4	123903
openexr	119827
gcc	118809
git	118513
python@3.13	116046
uvwasi	108091
hdrhistogram_c	107606
fontconfig	105754
bzip2	104413
libffi	103060
gnutls	99873
giflib	99734
dav1d	98731
libxcb	98213
libxau	98024
libvpx	96517
gnupg	95280
libgpg-error	94805
libxdmcp	94655
imagemagick	92703
libgcrypt	91927
coreutils	91802
libedit	89987
libxrender	89970
openjph	88356
pixman	87356
krb5	87305
unzip	87068
certifi	87058
p11-kit	85084
berkeley-db@5	84970
cairo	82772
libssh2	82534
protobuf	81008
mise	80279
xcbeautify	80158
jpeg-xl	79592
opus	79335
yt-dlp	78152
node@22	77704
pyenv	76866
svt-av1	75189
libtasn1	73241
pango	71504
curl	70888
x265	70759
sdl2	70577
poppler	70377
unbound	70233
libxml2	69790
ollama	69385
jq	69285
libksba	69190
deno	68916
