formula	count
openssl@3	508298
ca-certificates	394769
node	291100
sqlite	288285
gh	282510
python@3.14	263387
libcap	259371
bubblewrap	237875
xz	214378
glib	207505
ffmpeg	198194
zstd	195488
libffi	187408
awscli	180387
fontconfig	176414
uv	170022
cmake	164484
libtiff	157352
readline	157289
pkgconf	153547
pcre2	152565
jpeg-turbo	151320
icu4c@78	145026
lz4	144528
git	136664
gmp	131897
mpdecimal	124274
fmt	121702
libngtcp2	121188
libnghttp3	117938
llhttp	113145
c-ares	112241
libpng	110901
json-c	110790
harfbuzz	110191
libx11	110175
libvmaf	109925
ncurses	108353
jq	108225
gettext	108148
go	107426
libunistring	106527
gcc	106090
little-cms2	104177
expat	100323
zlib-ng-compat	99262
sdl3	97387
python@3.13	94784
poppler	92505
gnupg	87505
freetype	86824
pango	86078
graphite2	84646
tmux	83270
giflib	82725
protobuf	81428
hdrhistogram_c	81173
libxext	80535
sdl2-compat	79546
xorgproto	79530
libssh2	79094
brotli	78471
llvm	78166
ripgrep	76812
dav1d	75556
coreutils	74993
libnghttp2	73644
webp	72881
imagemagick	71241
p11-kit	70602
deno	69141
lame	68603
libxcb	68491
docker	67895
gnutls	67589
certifi	66846
pipx	66378
cairo	66341
curl	65610
gpgme	65431
pnpm	65229
libevent	64279
luajit	63982
z3	62080
pixman	61890
mise	61403
xcbeautify	60873
oniguruma	59811
yt-dlp	59386
just	59146
x265	58595
gdk-pixbuf	58545
libxau	57992
python@3.12	57949
krb5	56521
libxdmcp	56095
openexr	54976
isl	54225
libxrender	53998
libuv	53598
