formula	count
openssl@3	475744
ca-certificates	380010
python@3.14	315243
sqlite	305091
gh	300663
node	284263
libcap	253891
bubblewrap	232973
xz	229576
zstd	208327
glib	206767
ffmpeg	202568
libffi	180752
awscli	173718
fontconfig	171800
readline	168553
uv	162390
pcre2	158420
cmake	155883
lz4	154290
icu4c@78	152572
libtiff	152354
jpeg-turbo	149659
gmp	132804
mpdecimal	130825
libngtcp2	126438
git	124574
libnghttp3	122007
harfbuzz	119500
fmt	117593
libpng	117369
gcc	116235
libunistring	113563
libx11	113438
gettext	113222
llhttp	112153
little-cms2	111650
ncurses	110523
libvmaf	110262
expat	104519
c-ares	104408
pkgconf	104028
go	103308
jq	103035
zlib-ng-compat	99796
python@3.13	98318
poppler	96912
graphite2	92751
freetype	92457
sdl3	87001
libxext	86017
gnupg	85968
pango	84671
xorgproto	83567
giflib	83027
tmux	82671
brotli	82608
protobuf	81333
llvm	80565
hdrhistogram_c	78541
libnghttp2	77689
json-c	76881
coreutils	74833
luajit	73134
gnutls	72071
libxcb	71950
imagemagick	71934
cairo	71117
sdl2-compat	69645
libssh2	69117
certifi	68949
openexr	68564
python@3.12	67317
deno	66466
pixman	66012
gpgme	65684
curl	64463
yt-dlp	64211
webp	64008
pipx	63922
mise	63813
gdk-pixbuf	62923
xcbeautify	62592
z3	62278
x265	61626
libxau	61068
pnpm	60990
p11-kit	60763
dav1d	60752
oniguruma	60278
docker	59378
libxdmcp	59136
just	58982
libevent	58736
ripgrep	58040
lame	57566
libxrender	57558
openjph	57427
krb5	57240
libuv	57219
