formula	count
ca-certificates	530027
openssl@3	432041
sqlite	378067
xz	332349
python@3.14	317043
zstd	255109
gh	249148
node	218713
readline	215399
lz4	196347
glib	189605
icu4c@78	189314
pcre2	187309
awscli	184942
fontconfig	183392
uv	176112
mpdecimal	160163
libunistring	155742
ffmpeg	154530
libpng	151660
harfbuzz	151437
libngtcp2	146456
cmake	146348
gmp	140697
libnghttp2	138598
gettext	138531
gnutls	136126
jpeg-turbo	136107
little-cms2	135535
go	133635
expat	131847
ncurses	129982
libnghttp3	128072
libtiff	126946
freetype	124970
libx11	124641
pkgconf	115590
zlib-ng-compat	110071
llhttp	109707
brotli	107466
simdjson	106664
llvm	104544
libxext	104346
gnupg	104346
giflib	103900
git	102916
xorgproto	101413
aom	98580
nettle	98078
graphite2	97945
imagemagick	95544
fmt	94891
coreutils	94378
libvmaf	90901
c-ares	89139
simdutf	87935
cairo	85040
libxcb	84102
libuv	82585
pixman	82485
libgpg-error	81765
merve	80717
x265	79723
docker	79606
libomp	79483
xcbeautify	79263
mise	79164
ada-url	78667
libusb	78665
libxau	77414
dav1d	76531
nbytes	76304
libxdmcp	76063
pnpm	75845
gemini-cli	75798
protobuf	75553
certifi	75328
m4	75176
ruby	75085
libxrender	74393
libksba	74020
unbound	73267
openjph	73158
openjdk	72412
libedit	71999
ripgrep	71272
tmux	69006
lzo	68536
libffi	68510
bzip2	68433
python@3.13	68257
jq	67408
pango	67239
pipx	66183
pyenv	65954
poppler	65668
krb5	65539
hdrhistogram_c	65510
gcc	65225
libssh2	64740
