formula	count
openssl@3	503316
ca-certificates	383440
gh	296898
sqlite	296485
node	286367
python@3.14	278415
libcap	261461
bubblewrap	239943
xz	222782
glib	209707
ffmpeg	207901
zstd	203090
libffi	187839
awscli	183581
fontconfig	178065
uv	166120
cmake	164807
readline	162729
libtiff	157875
pcre2	156156
jpeg-turbo	152851
lz4	150424
icu4c@78	149266
pkgconf	141486
gmp	136616
git	129611
mpdecimal	128398
libngtcp2	123871
libnghttp3	120130
gcc	119174
fmt	119014
libpng	114682
harfbuzz	114338
libx11	112562
llhttp	111936
c-ares	111797
gettext	111297
libvmaf	110633
libunistring	110330
ncurses	109748
jq	108709
little-cms2	108108
go	107820
python@3.13	103829
expat	102462
json-c	101633
zlib-ng-compat	100947
sdl3	94397
poppler	94165
freetype	89804
gnupg	88826
graphite2	88158
pango	86416
giflib	84103
tmux	83344
libxext	83287
protobuf	83041
xorgproto	81873
hdrhistogram_c	81129
brotli	80628
llvm	79572
coreutils	78484
libssh2	77964
sdl2-compat	76567
libnghttp2	75913
dav1d	72561
imagemagick	71874
webp	71537
p11-kit	70405
libxcb	70399
gnutls	70191
cairo	68776
ripgrep	68760
luajit	68705
certifi	67397
lame	67160
deno	67031
gpgme	66183
curl	65760
xcbeautify	65624
pnpm	64540
pixman	64064
mise	63763
libevent	63173
openexr	62298
pipx	62295
oniguruma	61163
just	60996
z3	60486
python@3.12	60337
docker	60318
gdk-pixbuf	60070
x265	60024
yt-dlp	59919
libxau	59791
libxdmcp	57675
krb5	57603
libxrender	55868
libuv	55380
isl	54324
