formula	count
openssl@3	506678
zstd	408555
xz	404847
sqlite	381729
ca-certificates	376086
gh	360694
node	347353
readline	320688
python@3.14	262577
pcre2	255915
lz4	250730
icu4c@78	229274
awscli	227035
libunistring	225617
glib	217363
libuv	205481
mpdecimal	202677
gettext	198634
libngtcp2	196896
uv	195111
go	187185
freetype	186383
ffmpeg	184231
libpng	176324
harfbuzz	175239
libnghttp2	174857
brotli	170142
zlib-ng-compat	166299
libx11	163621
libtiff	163388
simdjson	162966
gmp	160664
libnghttp3	157891
ncurses	151428
pkgconf	151222
expat	140853
ada-url	138780
little-cms2	137922
c-ares	136953
libxext	136891
llhttp	135690
gemini-cli	132483
xorgproto	130781
git	128978
fmt	127575
jpeg-turbo	127219
cmake	126121
m4	125794
gcc	123491
python@3.13	119017
openexr	111484
hdrhistogram_c	107581
uvwasi	107179
gnutls	104560
bzip2	104092
fontconfig	102770
libffi	101483
dav1d	98497
libvpx	98222
libxcb	96697
libxau	96555
openjph	93560
libxdmcp	93089
libgpg-error	91289
coreutils	90829
libgcrypt	89887
libedit	88885
libxrender	88235
krb5	87438
unzip	86301
p11-kit	86242
certifi	85736
pixman	84707
jpeg-xl	84619
gnupg	84505
libssh2	83901
berkeley-db@5	83887
protobuf	82463
imagemagick	81503
giflib	80384
cairo	80241
opus	79322
mise	79159
xcbeautify	76885
node@22	76110
svt-av1	75936
pyenv	74277
zlib	74001
libtasn1	71397
pango	71260
abseil	71082
libxml2	70166
x265	69832
sdl2	69725
yt-dlp	69341
librsvg	68869
poppler	68453
curl	68402
llvm	68259
unbound	68079
