formula	count
openssl@3	559306
xz	419361
zstd	400252
sqlite	398435
ca-certificates	383317
readline	334866
python@3.14	320912
node	318441
gh	300131
pcre2	268449
lz4	245238
icu4c@78	241127
awscli	237516
gettext	229564
ffmpeg	213542
go	204928
libpng	203788
uv	202705
mpdecimal	202559
glib	201265
python@3.13	182770
libnghttp2	171199
libtiff	170351
brotli	167912
libnghttp3	167308
libngtcp2	166277
libx11	163030
libunistring	161595
ada-url	159572
libuv	158515
ncurses	156539
libxext	156480
gmp	155441
llhttp	153123
expat	152321
cmake	150541
pkgconf	150026
freetype	148211
fmt	146948
little-cms2	144322
gemini-cli	136506
gcc	135970
simdjson	135957
c-ares	134975
xorgproto	134937
harfbuzz	132791
jpeg-turbo	130538
hdrhistogram_c	130115
m4	128427
zlib	124466
git	123934
zlib-ng-compat	120754
gnutls	115040
coreutils	105869
dav1d	104881
bzip2	103841
uvwasi	103759
krb5	103581
p11-kit	102546
fontconfig	101694
openexr	99264
libffi	99112
svt-av1	97264
libxcb	96377
libxau	95764
libgcrypt	94855
libssh2	94705
libxdmcp	92521
protobuf	89728
pango	89607
libedit	89565
libvpx	89293
openjph	87730
libxrender	86642
unzip	85572
jpeg-xl	85024
berkeley-db@5	84692
pixman	83071
opus	82968
curl	81704
libgpg-error	80875
binutils	78977
cairo	78076
xcbeautify	77698
abseil	77273
yt-dlp	75768
mise	75574
gnupg	72950
libthai	72620
libdatrie	72418
certifi	71110
libtasn1	70141
x265	69969
giflib	69877
libxml2	69660
mpfr	69246
yq	68758
libtool	68444
sdl2	68178
python@3.12	67732
