formula	count
openssl@3	530260
zstd	437664
xz	412206
sqlite	396861
ca-certificates	378815
node	338302
readline	325762
gh	316703
python@3.14	307818
pcre2	285138
lz4	246575
awscli	234181
icu4c@78	232055
glib	210482
gettext	210209
libpng	205572
go	203345
libunistring	201395
uv	200619
mpdecimal	199920
ffmpeg	192631
libngtcp2	186679
libtiff	183501
freetype	182517
libx11	176328
libnghttp2	170819
libuv	167941
brotli	165275
zlib-ng-compat	163308
gmp	158024
libnghttp3	157861
python@3.13	155944
ncurses	154443
pkgconf	147833
simdjson	146536
expat	143498
libxext	140734
little-cms2	140517
m4	139659
gemini-cli	138939
ada-url	138815
llhttp	135635
gcc	135087
xorgproto	133602
harfbuzz	132682
c-ares	132509
cmake	132075
git	131132
jpeg-turbo	129277
fmt	129263
gnutls	121939
openexr	117317
coreutils	109877
hdrhistogram_c	109766
libssh2	104500
fontconfig	103776
bzip2	103321
p11-kit	102712
uvwasi	102140
dav1d	99903
libffi	98770
zlib	96771
libxcb	96710
libxau	96517
libxdmcp	93077
libvpx	92223
openjph	92028
krb5	91472
jpeg-xl	91328
protobuf	90760
libgcrypt	90215
libedit	88811
libxrender	87479
libgpg-error	87395
unzip	85790
pixman	84518
berkeley-db@5	83161
certifi	81204
curl	81038
cairo	79608
svt-av1	79468
opus	78874
xcbeautify	77994
mise	77655
binutils	76346
abseil	75005
gnupg	74506
pango	74420
poppler	72481
pyenv	71994
libxml2	71988
libtasn1	71020
giflib	70708
llvm	70223
libtool	68429
imagemagick	67909
python@3.12	67906
x265	67650
mpfr	67625
sdl2	67382
