formula	count
ca-certificates	531476
openssl@3	511590
xz	484842
sqlite	412800
zstd	350901
node	338027
icu4c@78	298933
readline	291395
python@3.14	286437
gh	283009
lz4	252345
libnghttp2	245415
libpng	227628
pcre2	222324
glib	221639
libunistring	221066
harfbuzz	214134
simdjson	207875
libngtcp2	198565
mpdecimal	197159
jpeg-turbo	196453
awscli	196056
uv	193578
freetype	192605
ffmpeg	179856
gettext	176304
cmake	173090
gmp	163155
expat	159616
brotli	157086
ncurses	149937
go	145845
libtiff	144307
zlib-ng-compat	143564
libx11	142236
giflib	141521
libnghttp3	140625
pkgconf	139615
libuv	138969
git	138621
ada-url	136497
libxext	126256
little-cms2	125557
xorgproto	124130
c-ares	119144
gemini-cli	116633
openexr	114636
fmt	111335
fontconfig	109710
aom	109157
python@3.13	107111
llhttp	102983
m4	101076
libffi	101025
bzip2	97775
libxcb	95754
libxau	95288
gnupg	95139
svt-av1	94294
hdrhistogram_c	93591
dav1d	93369
uvwasi	93157
libxdmcp	92431
pango	91968
pixman	90868
coreutils	90847
mise	90669
libvmaf	90246
libedit	89421
libxrender	89083
krb5	87823
cairo	86842
gnutls	86702
gcc	86582
pipx	86000
libmpc	84529
poppler	84253
jq	83201
libgcrypt	82194
unzip	82027
berkeley-db@5	81533
ollama	81370
autoconf	81187
protobuf	80640
libssh2	80328
xcbeautify	79594
p11-kit	77429
libgpg-error	77097
libevent	76261
deno	75958
libidn2	74420
imagemagick	74234
lzo	73952
opus	73888
libvpx	73621
libtasn1	73187
libomp	71273
unbound	71035
util-linux	70000
sdl2	69384
