formula	count
openssl@3	485329
ca-certificates	417152
sqlite	406005
xz	395665
zstd	389020
node	363267
gh	350137
readline	315964
icu4c@78	264007
libunistring	252605
lz4	252117
python@3.14	248984
pcre2	243972
glib	227893
harfbuzz	218105
awscli	217047
simdjson	211894
libnghttp2	203629
mpdecimal	203097
libngtcp2	203047
uv	199907
gettext	193901
libuv	192028
freetype	186785
ffmpeg	178301
brotli	173437
go	166775
libpng	162356
gmp	161635
libnghttp3	157164
zlib-ng-compat	156966
libtiff	156565
libx11	156362
pkgconf	152135
expat	151712
ncurses	149227
cmake	140666
ada-url	139173
c-ares	138064
little-cms2	137339
libxext	135526
xorgproto	130919
jpeg-turbo	128287
gemini-cli	125903
fmt	125275
openexr	123234
m4	118810
llhttp	115739
git	114506
giflib	111223
python@3.13	110787
gcc	108599
uvwasi	107737
fontconfig	106808
hdrhistogram_c	106434
libffi	102579
bzip2	101981
imagemagick	100610
libxcb	98598
gnupg	98428
libxau	98146
dav1d	97392
libxdmcp	94829
gnutls	94557
libxrender	90247
libedit	89222
pixman	88332
coreutils	87754
libgcrypt	87271
certifi	86961
libvpx	86277
krb5	86172
libgpg-error	85711
yt-dlp	85529
unzip	85300
protobuf	85285
berkeley-db@5	84179
cairo	83740
p11-kit	82740
libssh2	80464
mise	79275
opus	78980
node@22	77495
xcbeautify	75955
jpeg-xl	75276
svt-av1	74297
libtasn1	73448
libksba	72815
deno	72763
pango	72551
poppler	72527
openjph	72142
libmpc	71512
sdl2	71359
curl	71063
unbound	70751
x265	70524
lzo	70123
librsvg	69677
ollama	69395
