formula	count
openssl@3	307830
ca-certificates	272106
gh	165975
uv	136275
node	124353
pcre2	122573
xz	121274
cmake	117996
python@3.14	117575
ffmpeg	111811
pkgconf	111034
awscli	104724
glib	103040
harfbuzz	101644
sqlite	100095
zstd	94672
gmp	92525
readline	90577
go	80223
fontconfig	78207
lz4	75452
little-cms2	74621
simdjson	73483
coreutils	71816
ncurses	70746
icu4c@78	65028
json-c	64485
libtiff	61482
mpdecimal	60392
gnupg	58426
gcc	56420
libpng	55124
jpeg-turbo	53729
expat	52906
libx11	52482
xcbeautify	52220
abseil	50166
zlib-ng-compat	49253
protobuf	48930
libffi	48592
x265	47436
cairo	46187
gettext	45367
simdutf	45197
webp	45168
libunistring	44678
libvpx	44203
jq	42944
libnghttp2	41686
freetype	41337
giflib	41327
libgcrypt	40936
libvmaf	40875
pipx	39595
libssh2	38548
libomp	38324
git	38241
brotli	37469
graphite2	36981
ninja	36970
xorgproto	36920
llvm	36418
openjdk	36395
c-ares	36272
fmt	36011
dav1d	35945
libheif	35735
oniguruma	35667
aom	35464
sdl3	35024
nss	34259
python@3.13	33774
libxext	33681
imagemagick	33376
libnghttp3	33331
mise	33208
libngtcp2	32922
libxcb	32823
gnutls	32532
hello	32478
ripgrep	32431
libtool	31452
sdl2-compat	31318
poppler	30911
pango	30743
krb5	30408
merve	30372
mpg123	30056
p11-kit	30012
openssl@4	29637
python@3.12	29593
curl	29489
aws-c-common	29083
swiftlint	29024
kubernetes-cli	28907
llhttp	28467
neovim	28109
libxdmcp	27879
ruby	27852
util-linux	27845
