formula	count
ca-certificates	494056
openssl@3	459696
xz	386217
sqlite	371946
python@3.14	361250
zstd	290471
node	278908
gh	257139
readline	241576
lz4	227984
glib	212366
icu4c@78	206809
pcre2	196489
libnghttp2	191227
uv	183275
ffmpeg	182376
awscli	182154
libunistring	176857
mpdecimal	175685
libpng	172332
llhttp	157104
gmp	154573
little-cms2	153985
expat	152875
jpeg-turbo	150001
gnutls	149478
gettext	146365
simdjson	144787
freetype	144202
libngtcp2	142707
harfbuzz	136192
libtiff	131794
ncurses	131352
cmake	130800
fontconfig	128794
zlib-ng-compat	127383
go	127115
libx11	125492
pkgconf	121663
brotli	120925
giflib	118546
git	118187
simdutf	117995
gnupg	114986
libxext	114054
unbound	112826
libnghttp3	112727
xorgproto	111779
merve	109634
coreutils	108689
libgpg-error	108003
libvmaf	104369
fmt	103930
c-ares	100042
libuv	98912
python@3.13	98332
nbytes	96505
llvm	95219
aom	94542
nettle	94531
x265	92397
pixman	91824
ada-url	91553
libedit	90790
libxcb	90557
mise	90389
cairo	89610
libxau	89212
m4	88180
docker	87926
libxdmcp	86928
libxrender	85300
libksba	85043
libffi	84538
dav1d	83692
bzip2	82436
xcbeautify	81234
certifi	81007
pnpm	78379
lzo	77822
libgit2	77063
hdrhistogram_c	76590
python@3.12	76065
jq	75652
ruby	75377
gemini-cli	75054
curl	74843
uvwasi	74171
libusb	73865
libgcrypt	73631
openjph	73510
ripgrep	72904
gcc	72678
krb5	72375
fzf	72070
imagemagick	72068
graphite2	71883
libssh2	71350
libomp	70270
protobuf	69244
