formula	count
openssl@3	490843
ca-certificates	405416
sqlite	404144
xz	399671
zstd	393827
gh	364228
node	362354
readline	317606
icu4c@78	256280
lz4	252885
python@3.14	251270
libunistring	247078
pcre2	245920
glib	226532
awscli	223031
harfbuzz	210791
mpdecimal	203535
libngtcp2	202500
simdjson	201123
uv	199756
gettext	194907
libnghttp2	194379
libuv	193838
freetype	186677
ffmpeg	177141
brotli	172919
go	169444
libpng	164513
gmp	163234
zlib-ng-compat	159455
libnghttp3	157904
libtiff	157347
libx11	157209
pkgconf	152280
ncurses	149859
expat	149348
ada-url	139726
c-ares	138232
little-cms2	137332
cmake	136689
libxext	135815
gemini-cli	132557
xorgproto	130893
jpeg-turbo	127738
fmt	126180
openexr	121667
m4	120592
llhttp	119423
git	113611
gcc	113054
python@3.13	112224
uvwasi	108012
hdrhistogram_c	107179
giflib	106237
fontconfig	105546
libffi	102442
bzip2	102076
dav1d	98096
libxcb	97903
libxau	97497
gnupg	96722
gnutls	95632
imagemagick	95112
libxdmcp	94296
libgcrypt	92014
libxrender	89825
libedit	89229
libvpx	88945
libgpg-error	88836
coreutils	88580
pixman	87402
certifi	86877
krb5	86363
unzip	85223
berkeley-db@5	84203
yt-dlp	83513
p11-kit	82969
cairo	82751
libssh2	81024
protobuf	79145
opus	79023
node@22	77456
xcbeautify	77442
jpeg-xl	76261
mise	76062
openjph	75628
svt-av1	74651
libtasn1	72807
deno	72474
poppler	71283
libksba	71111
pango	70897
sdl2	70859
curl	70720
ollama	70565
x265	70356
unbound	70010
pyenv	69925
fzf	69267
lzo	69181
