formula	count
openssl@3	441841
ca-certificates	418847
sqlite	356525
python@3.14	324301
gh	303393
node	286499
xz	250549
zstd	218917
libcap	206634
glib	205320
bubblewrap	187601
fontconfig	185697
awscli	181721
readline	180363
ffmpeg	174572
pcre2	167250
uv	164557
icu4c@78	162919
lz4	162329
libffi	160093
cmake	150566
harfbuzz	141020
mpdecimal	139636
gmp	135958
jpeg-turbo	135874
libngtcp2	135700
libnghttp3	130673
libtiff	126450
libpng	124317
libunistring	122983
gettext	120267
little-cms2	119492
libx11	119329
ncurses	118551
fmt	114451
git	114317
gcc	112902
llhttp	112123
graphite2	109520
libvmaf	108320
pkgconf	108161
expat	107210
zlib-ng-compat	103628
go	102975
freetype	98643
llvm	96800
jq	96527
poppler	94120
libxext	90976
xorgproto	87186
brotli	86953
libnghttp2	84099
giflib	83573
python@3.13	83296
protobuf	82247
pango	81780
openjph	79498
gnupg	79357
gnutls	79321
coreutils	79148
tmux	78228
imagemagick	76534
openexr	76227
pipx	76210
cairo	76043
libxcb	75601
python@3.12	72852
c-ares	72512
certifi	72321
xcbeautify	71152
gdk-pixbuf	70768
hdrhistogram_c	70561
pixman	69570
ollama	68187
deno	66429
sdl3	65283
x265	65237
docker	64751
z3	64685
dav1d	64313
libxau	63559
mise	63184
libomp	63069
curl	62926
gpgme	62721
libxdmcp	62132
oniguruma	61622
ripgrep	61429
libuv	61192
libxrender	60663
pnpm	60002
nettle	59468
simdjson	59165
krb5	58651
yt-dlp	58535
just	58377
m4	57390
simdutf	57124
pyenv	57051
luajit	56853
