formula	count
ca-certificates	541549
openssl@3	520382
node	290619
python@3.14	281471
gh	280421
sqlite	279075
glib	238268
uv	216654
awscli	212321
pkgconf	204018
ffmpeg	195822
fontconfig	193440
libcap	190085
xz	185574
zstd	169460
cmake	168506
harfbuzz	165529
bubblewrap	160646
pcre2	144307
go	143486
libffi	139797
readline	135784
ncurses	134321
json-c	130561
icu4c@78	129658
lz4	129433
libtiff	128214
gmp	125195
simdjson	120248
mpdecimal	119130
jpeg-turbo	109657
poppler	109434
libnghttp2	108856
libx11	106672
libnghttp3	105980
libngtcp2	104967
zlib-ng-compat	102320
expat	100605
libpng	95845
llhttp	93055
webp	90273
libssh2	89706
ripgrep	89464
gettext	88412
git	87628
little-cms2	87610
pipx	85314
gcc	85159
protobuf	85092
z3	84766
libunistring	83632
pango	80931
giflib	80632
p11-kit	80183
mpg123	79988
openjdk	79670
sdl3	78899
jq	78499
mise	75717
c-ares	75647
python@3.13	75263
llvm	74588
freetype	74262
ada-url	73766
dav1d	72226
abseil	72074
xorgproto	72022
fmt	71438
coreutils	71027
brotli	69709
graphite2	69406
imagemagick	69050
fzf	68681
libvmaf	68679
libtool	65837
tesseract	65409
python@3.12	65155
certifi	64483
luajit	64477
libpsl	64443
libxext	64220
libxcb	62972
oniguruma	62634
pnpm	62337
xcbeautify	61188
ollama	59993
docker	58426
gnupg	58315
yq	57580
deno	57048
gnutls	56348
tmux	55892
krb5	54883
nss	54707
binutils	54301
pandoc	53907
pyenv	53770
ninja	53463
gdk-pixbuf	53270
hello	53168
