formula	count
openssl@3	308626
ca-certificates	279113
gh	167519
uv	136140
node	123084
pcre2	121154
python@3.14	120561
ffmpeg	118711
cmake	116876
xz	115979
pkgconf	115150
awscli	104563
glib	103250
sqlite	101269
harfbuzz	100274
zstd	95311
gmp	92556
readline	84572
go	81512
fontconfig	80371
little-cms2	80346
simdjson	76270
lz4	75539
ncurses	70859
coreutils	70056
icu4c@78	66079
json-c	65155
libtiff	62792
mpdecimal	60420
gcc	59336
libpng	55682
jpeg-turbo	54374
x265	53701
libx11	53578
xcbeautify	52782
expat	52326
gnupg	51839
protobuf	50683
zlib-ng-compat	50417
libffi	49496
abseil	48605
gettext	45956
webp	45733
libvpx	45171
libunistring	44865
jq	43370
libnghttp2	42017
giflib	41678
freetype	41666
cairo	41329
libgcrypt	40396
libvmaf	39748
git	39412
libheif	39046
brotli	37939
simdutf	37694
xorgproto	37476
libssh2	37006
graphite2	36930
c-ares	36890
libomp	36602
openjdk	36525
oniguruma	36449
fmt	36381
dav1d	36311
imagemagick	35710
ninja	35402
pipx	35327
sdl3	34898
llvm	34858
libnghttp3	34666
libngtcp2	34304
python@3.13	34177
libxext	34018
mise	33692
ripgrep	33283
libxcb	33232
gnutls	33206
hello	32489
neovim	31929
poppler	31890
aom	31693
pango	31241
nss	31146
libtool	31125
krb5	30913
p11-kit	30811
sdl2-compat	30792
python@3.12	30602
mpg123	30461
merve	30210
libksba	29653
swiftlint	29628
curl	29312
aws-c-common	28625
llhttp	28575
xclogparser	28455
ruby	28452
libxdmcp	28169
yt-dlp	28123
