formula	count
ca-certificates	504663
openssl@3	469847
xz	457445
sqlite	416123
zstd	361874
node	360717
gh	329915
readline	301958
icu4c@78	295983
lz4	254211
python@3.14	247049
harfbuzz	241228
libnghttp2	240052
libunistring	232690
pcre2	229401
glib	229090
simdjson	224586
awscli	203831
mpdecimal	202652
libngtcp2	201184
uv	196336
freetype	195257
libpng	193590
jpeg-turbo	185527
gettext	184544
ffmpeg	178090
cmake	170546
brotli	167142
gmp	162866
expat	160528
libuv	158214
ncurses	151590
libtiff	147542
libnghttp3	147074
zlib-ng-compat	146751
libx11	146297
go	145297
pkgconf	145260
git	139972
giflib	139478
ada-url	139330
little-cms2	131073
libxext	129336
xorgproto	126943
c-ares	125312
openexr	119660
gemini-cli	119479
fmt	115299
fontconfig	110103
gnupg	109446
m4	105796
libffi	103060
llhttp	102397
python@3.13	101686
aom	101236
bzip2	100607
uvwasi	98327
hdrhistogram_c	97631
libxcb	97118
libxau	96559
dav1d	94851
libxdmcp	93690
svt-av1	92603
gcc	92073
libedit	91351
coreutils	91215
pixman	90942
pango	90682
libxrender	90189
gnutls	89089
krb5	88747
mise	88341
cairo	86748
pipx	85148
unzip	85104
berkeley-db@5	84217
protobuf	84013
poppler	82710
libmpc	82492
jq	81711
libssh2	81645
xcbeautify	79853
p11-kit	79725
libgpg-error	79244
imagemagick	76931
libgcrypt	76550
yt-dlp	76434
curl	75841
deno	75686
libevent	75549
libvpx	75246
opus	74998
libomp	74900
libtasn1	74638
libidn2	74319
ollama	73532
lzo	73341
autoconf	73052
unbound	72324
libxcrypt	70668
