formula	count
openssl@3	513666
zstd	414237
xz	409302
ca-certificates	379594
sqlite	379398
gh	357627
node	348613
readline	323917
python@3.14	266429
pcre2	259974
lz4	251624
awscli	231731
icu4c@78	230961
libunistring	224219
glib	217793
libuv	205891
mpdecimal	203978
gettext	201650
libngtcp2	196704
uv	192705
go	192089
ffmpeg	191224
freetype	188959
libpng	182301
libnghttp2	175413
harfbuzz	170459
brotli	170330
zlib-ng-compat	167177
libx11	166647
libtiff	166512
gmp	162076
libnghttp3	158748
simdjson	156802
ncurses	152847
pkgconf	151900
expat	141873
git	140261
little-cms2	139462
ada-url	138953
libxext	138267
c-ares	137280
llhttp	135945
gemini-cli	134474
xorgproto	132024
jpeg-turbo	128537
fmt	128333
m4	128226
cmake	127501
gcc	125783
python@3.13	122153
openexr	113477
gnutls	108736
hdrhistogram_c	108224
uvwasi	107129
bzip2	105043
fontconfig	103686
libffi	102222
dav1d	98921
libvpx	97543
libxcb	97454
libxau	97110
coreutils	94108
openjph	93767
libxdmcp	93614
libgpg-error	91541
libgcrypt	90428
libedit	89358
libxrender	88699
jpeg-xl	88510
krb5	88349
p11-kit	88081
unzip	87071
certifi	85386
libssh2	85371
pixman	85265
berkeley-db@5	84377
protobuf	84013
gnupg	82612
imagemagick	80932
cairo	80749
xcbeautify	79739
mise	79615
opus	79319
svt-av1	76210
zlib	76085
node@22	75036
abseil	74497
pyenv	74198
giflib	72729
pango	71990
libtasn1	71949
libxml2	70986
x265	69653
sdl2	69486
llvm	69141
poppler	68775
librsvg	68745
libtool	68534
unbound	68511
curl	68459
