formula	count
openssl@3	554249
ca-certificates	480113
node	288007
sqlite	285690
gh	276775
libcap	270565
bubblewrap	241395
python@3.14	234458
pkgconf	229237
glib	211685
awscli	211171
uv	202469
xz	192192
fontconfig	181220
ffmpeg	179740
cmake	179251
zstd	176007
json-c	171919
libffi	155441
libtiff	150835
pcre2	146923
readline	139513
icu4c@78	132981
lz4	132252
jpeg-turbo	130457
gmp	129862
go	125232
ncurses	123573
c-ares	120898
mpdecimal	120085
harfbuzz	118392
libngtcp2	111173
libnghttp3	110413
poppler	110162
libssh2	109864
git	109441
libx11	108179
ripgrep	107296
zlib-ng-compat	103004
libpng	99789
webp	95768
gettext	94598
little-cms2	91712
llhttp	91242
expat	90185
libunistring	89774
libnghttp2	88376
luajit	86888
giflib	85219
dav1d	85177
jq	84266
gcc	83469
fmt	81928
simdjson	79968
fzf	79289
freetype	77111
lame	76927
p11-kit	76556
coreutils	76469
python@3.13	76358
pipx	76060
imagemagick	76057
gnupg	75727
libvmaf	75679
pnpm	75313
xorgproto	74631
mise	74544
libtool	73332
graphite2	73107
sdl3	70759
brotli	70495
mpg123	70221
libxext	69866
z3	67904
ada-url	66019
deno	65257
libxcb	64437
llvm	64293
protobuf	64025
pango	63672
svt-av1	63114
certifi	62072
hdrhistogram_c	62058
openjdk	61808
docker	61783
xcbeautify	60431
gnutls	59990
oniguruma	58044
isl	57675
yt-dlp	56844
libevent	56668
cairo	56434
just	55793
krb5	55067
libxau	54478
tesseract	53804
x265	53763
libxdmcp	53467
ruby	53063
libpsl	52898
