formula	count
openssl@3	517639
zstd	423895
xz	406428
ca-certificates	375750
sqlite	373397
node	329997
readline	321794
gh	320973
python@3.14	293571
pcre2	267628
lz4	247070
icu4c@78	228936
awscli	226431
glib	212229
libunistring	209874
libpng	204778
gettext	202632
mpdecimal	199551
uv	199506
go	194096
freetype	192866
ffmpeg	191308
libngtcp2	189916
libuv	187764
libtiff	179955
libx11	179926
libnghttp2	172056
brotli	165741
zlib-ng-compat	164935
gmp	157953
libnghttp3	156837
ncurses	152567
simdjson	150468
pkgconf	150207
harfbuzz	146992
expat	141223
m4	139360
little-cms2	138226
libxext	138215
ada-url	136814
gcc	135312
git	134914
python@3.13	134257
llhttp	134256
c-ares	133858
gemini-cli	132163
xorgproto	131847
cmake	128682
jpeg-turbo	127581
fmt	126979
gnutls	123957
openexr	119888
hdrhistogram_c	107495
uvwasi	103751
bzip2	103564
fontconfig	102612
libffi	99397
dav1d	98418
p11-kit	97521
coreutils	96341
libxcb	96213
libxau	96003
libvpx	94212
libxdmcp	92619
libssh2	92554
jpeg-xl	92268
openjph	92025
protobuf	89809
libgcrypt	89460
libgpg-error	88665
krb5	88630
libedit	88219
libxrender	87359
zlib	86267
unzip	85399
pixman	84269
berkeley-db@5	82656
certifi	82554
cairo	79515
opus	78588
svt-av1	77239
mise	76392
gnupg	75903
libxml2	75363
xcbeautify	75082
imagemagick	74771
abseil	74149
pango	73170
binutils	72913
poppler	72163
libtasn1	71288
curl	71180
node@22	70886
giflib	70485
llvm	70111
pyenv	68685
sdl2	67981
x265	67954
libtool	67549
unbound	67428
