formula	count
ca-certificates	511257
openssl@3	443091
xz	358475
sqlite	356569
python@3.14	331188
zstd	273073
node	261921
gh	250997
readline	228577
glib	216335
lz4	212485
icu4c@78	197418
pcre2	191688
uv	182501
awscli	181152
ffmpeg	177854
mpdecimal	168026
libunistring	167001
libnghttp2	165735
libpng	161508
gmp	147635
fontconfig	146394
gnutls	145104
gettext	142891
cmake	142675
jpeg-turbo	142236
libngtcp2	141483
expat	141260
llhttp	140263
little-cms2	139059
freetype	135099
simdjson	132053
ncurses	130106
harfbuzz	128987
libtiff	128038
go	126435
libx11	124040
zlib-ng-compat	119058
pkgconf	118942
libnghttp3	118097
brotli	114610
giflib	109854
git	109840
libxext	108575
gnupg	107036
xorgproto	106496
simdutf	102087
coreutils	100209
fmt	99723
libgpg-error	98454
aom	97849
llvm	97546
nettle	96962
libvmaf	96317
c-ares	95114
merve	94592
unbound	93266
libuv	91513
pixman	87135
nbytes	86892
cairo	86809
libxcb	86721
ada-url	85563
x265	84923
libksba	84795
libedit	84634
docker	83928
libxau	83282
mise	82378
imagemagick	82048
pnpm	82010
m4	81641
libxdmcp	81432
libxrender	79679
gemini-cli	79673
xcbeautify	79671
dav1d	79571
python@3.13	78338
certifi	77836
libusb	77272
libffi	77194
bzip2	75934
ruby	75845
libgit2	75207
lzo	73268
openjph	72297
protobuf	72238
hdrhistogram_c	71736
ripgrep	71732
jq	71181
libomp	69950
krb5	69410
uvwasi	69186
graphite2	69005
gcc	68816
libssh2	68611
libgcrypt	68237
openjdk	68149
pango	67999
fzf	65659
