formula	count
ca-certificates	522214
openssl@3	513995
xz	486410
sqlite	406950
zstd	344418
node	336230
gh	294349
python@3.14	289210
readline	286227
icu4c@78	280210
lz4	249441
libnghttp2	245217
libpng	242086
pcre2	218591
libunistring	216190
libngtcp2	210987
simdjson	207692
glib	204106
harfbuzz	203679
jpeg-turbo	197037
mpdecimal	194516
awscli	192831
uv	192487
freetype	190476
gettext	172353
ffmpeg	167037
cmake	166648
gmp	161473
expat	153112
brotli	152700
ncurses	148263
go	144676
libtiff	141581
zlib-ng-compat	141282
giflib	141028
libx11	139694
git	138333
libnghttp3	137723
pkgconf	136648
ada-url	134998
libuv	134656
libxext	124229
little-cms2	122822
xorgproto	121966
c-ares	117003
gemini-cli	115793
openexr	115386
aom	110000
fmt	109626
fontconfig	108269
python@3.13	105571
llhttp	102533
libffi	100086
m4	98329
bzip2	96367
libvmaf	95162
svt-av1	94439
libxcb	94436
libxau	94003
mise	92798
dav1d	92559
hdrhistogram_c	91771
gnupg	91470
uvwasi	91269
pango	91201
libxdmcp	91134
pixman	89844
coreutils	89227
libxrender	88079
libedit	87979
krb5	86817
cairo	85889
libgcrypt	85090
libmpc	84838
gcc	84668
gnutls	84556
poppler	83771
jq	82420
autoconf	82412
unzip	80975
ollama	80727
berkeley-db@5	80447
libssh2	79317
protobuf	78774
pipx	78372
xcbeautify	77346
p11-kit	75873
libgpg-error	75459
libevent	75236
opus	73733
libidn2	73701
lzo	73184
libvpx	73097
imagemagick	72659
libtasn1	71753
deno	71001
libomp	70455
unbound	69659
util-linux	69444
ripgrep	69033
