formula	count
ca-certificates	488161
openssl@3	468713
python@3.14	265086
gh	258827
ffmpeg	211487
node	185984
uv	183062
sqlite	178503
awscli	177065
glib	170050
pkgconf	163966
go	160501
xz	159649
harfbuzz	157340
pcre2	152298
cmake	151498
zstd	147430
fontconfig	144035
simdjson	132102
ncurses	120026
gmp	114546
readline	114145
lz4	113684
little-cms2	112279
icu4c@78	109521
libffi	106730
libtiff	106644
json-c	104615
gcc	101477
mpdecimal	98664
protobuf	97524
expat	96001
zlib-ng-compat	89628
jpeg-turbo	89142
libx11	87583
libpng	84144
abseil	78971
webp	73901
gettext	73000
libnghttp2	72909
x265	71146
libunistring	70242
git	69615
llvm	68499
jq	66924
giflib	66566
coreutils	66112
gnupg	66048
python@3.12	65162
libngtcp2	64637
libnghttp3	64091
simdutf	63958
freetype	63576
openjdk	63291
oniguruma	62610
ripgrep	62328
brotli	61647
dav1d	60745
nss	59997
sdl3	59918
xcbeautify	59802
c-ares	59502
fmt	59406
imagemagick	59117
mise	59013
xorgproto	58528
poppler	58020
pango	57316
p11-kit	57202
yq	57080
graphite2	57058
libvmaf	56591
mpg123	56396
yt-dlp	55884
merve	55451
libssh2	54773
libvpx	54342
pipx	54311
tmux	54126
python@3.13	53836
llhttp	53072
libxext	53046
hello	52402
libxcb	52200
gdk-pixbuf	51668
gnutls	50718
libtool	50422
libpsl	50227
ruby	50063
ollama	49866
pnpm	49699
z3	49243
krb5	48909
libgcrypt	47681
libgit2	47082
rust	47015
ninja	46780
libpq	46010
bzip2	45931
fzf	45682
