formula	count
openssl@3	451882
ca-certificates	410704
sqlite	336706
python@3.14	322836
gh	311158
node	288064
xz	246464
libcap	220120
zstd	217360
glib	207119
bubblewrap	200856
ffmpeg	185313
readline	178092
awscli	176056
fontconfig	174430
pcre2	165360
libffi	164317
icu4c@78	161051
uv	161002
lz4	160909
cmake	149196
jpeg-turbo	141976
libtiff	139358
mpdecimal	137886
gmp	135231
harfbuzz	134398
libngtcp2	133467
libnghttp3	128488
libpng	122371
libunistring	120756
git	118891
gettext	118717
little-cms2	118190
libx11	118167
ncurses	116742
fmt	115733
gcc	114223
llhttp	112618
libvmaf	109181
pkgconf	107449
expat	107296
zlib-ng-compat	104619
graphite2	104535
poppler	99977
jq	98755
freetype	97378
go	96717
llvm	96192
libxext	89936
xorgproto	86409
brotli	85889
gnupg	83665
protobuf	83452
python@3.13	83107
pango	82967
libnghttp2	82484
giflib	82474
tmux	80342
coreutils	78010
gnutls	77865
openexr	75934
cairo	75078
libxcb	74788
hdrhistogram_c	73308
openjph	73211
python@3.12	73196
sdl3	72244
imagemagick	71946
gdk-pixbuf	71813
certifi	71673
c-ares	71475
pipx	71302
xcbeautify	69631
pixman	68990
z3	68126
deno	65438
gpgme	64486
x265	64362
curl	63703
dav1d	63476
ollama	63174
libxau	63134
docker	63040
mise	62906
oniguruma	62540
pnpm	62128
yt-dlp	61839
libxdmcp	61449
libomp	60642
libuv	60303
ripgrep	60198
libxrender	60059
just	58765
krb5	58742
nettle	58486
simdjson	58016
sdl2-compat	57847
binutils	57558
yq	57452
luajit	57082
