formula	count
ca-certificates	535826
openssl@3	524672
python@3.14	292064
gh	289452
node	244769
ffmpeg	227970
uv	214390
sqlite	213711
glib	207818
awscli	207181
pkgconf	190751
fontconfig	189376
xz	181166
harfbuzz	176633
cmake	168843
go	167456
zstd	165992
pcre2	160527
simdjson	137107
libffi	136494
ncurses	134049
readline	131399
lz4	127221
gmp	125237
icu4c@78	124603
libtiff	122112
json-c	121658
little-cms2	119188
mpdecimal	113325
gcc	110915
protobuf	108033
expat	106059
zlib-ng-compat	102255
jpeg-turbo	101917
libx11	100185
libpng	94449
libnghttp2	91191
abseil	88025
gettext	84714
webp	83775
git	81562
libunistring	80945
p11-kit	80804
pango	79975
llvm	77485
jq	77136
libngtcp2	76888
python@3.13	76403
libnghttp3	76368
poppler	76229
libcap	76178
giflib	75946
x265	75816
sdl3	75386
z3	74250
ripgrep	73131
oniguruma	72485
freetype	71769
openjdk	71504
mpg123	70936
python@3.12	70599
coreutils	70469
brotli	70112
dav1d	68973
pipx	68582
c-ares	68494
gnupg	68389
fmt	68209
mise	67932
llhttp	67451
xorgproto	67323
simdutf	66573
libssh2	66075
graphite2	65253
libvmaf	64694
nss	64138
yq	64111
imagemagick	62571
xcbeautify	62139
yt-dlp	60707
libxext	60439
tmux	60141
hello	59812
bubblewrap	59812
pnpm	59616
libxcb	59451
libtool	58563
merve	58261
libpsl	57966
ollama	57832
libvpx	57445
gnutls	56136
gdk-pixbuf	56027
deno	55623
pyenv	55483
fzf	54787
krb5	54741
ruby	54710
ada-url	53861
openldap	53823
