formula	count
ca-certificates	540000
openssl@3	523576
node	290548
sqlite	277441
gh	266153
python@3.14	265479
glib	233001
uv	228903
libcap	220045
pkgconf	211455
awscli	208358
fontconfig	191649
ffmpeg	190031
bubblewrap	189545
xz	182014
cmake	168753
zstd	166525
harfbuzz	154700
pcre2	143409
libffi	138619
json-c	133841
readline	133748
ncurses	130454
icu4c@78	127629
libtiff	126580
lz4	126485
gmp	123600
go	122207
mpdecimal	117968
simdjson	110453
jpeg-turbo	109884
poppler	109604
libx11	105718
libnghttp3	105218
libnghttp2	104667
libngtcp2	104227
zlib-ng-compat	100586
ripgrep	97926
expat	97203
libpng	94168
llhttp	91835
pipx	91410
libssh2	90929
webp	90044
git	89647
gettext	88454
little-cms2	86378
libunistring	83199
gcc	80414
giflib	80099
p11-kit	80053
z3	79345
pango	78964
mpg123	78387
jq	78207
sdl3	77632
c-ares	77496
protobuf	75171
dav1d	74974
python@3.13	74891
freetype	73333
libtool	73003
mise	72612
fzf	72244
xorgproto	71359
ada-url	71186
coreutils	70872
fmt	70694
graphite2	68909
libvmaf	68880
imagemagick	68148
brotli	67820
pnpm	67585
openjdk	67405
luajit	67224
llvm	66800
libpsl	64670
certifi	63858
libxext	63795
tesseract	63401
libxcb	62371
docker	61683
abseil	61181
python@3.12	60989
oniguruma	60952
libgit2	60458
pyenv	59532
gnupg	59458
deno	58806
xcbeautify	58575
ollama	58050
gnutls	56176
nss	54881
svt-av1	53896
krb5	53737
binutils	52748
just	52517
libxau	52419
lame	52358
cairo	52340
