formula	count
openssl@3	553926
xz	420863
sqlite	399462
zstd	394764
ca-certificates	384485
readline	336708
python@3.14	325132
node	315924
gh	294671
pcre2	266098
lz4	245110
icu4c@78	243413
awscli	236854
gettext	228021
ffmpeg	213651
go	206019
uv	205181
libpng	203638
mpdecimal	202957
glib	200108
python@3.13	186534
libnghttp2	171751
libnghttp3	170015
libngtcp2	168723
brotli	168701
libtiff	168555
libx11	160453
libuv	157460
ncurses	156770
gmp	154722
libxext	154236
cmake	152391
ada-url	152267
expat	151879
libunistring	150574
pkgconf	150112
llhttp	148620
freetype	146518
little-cms2	146429
fmt	143352
harfbuzz	136618
c-ares	135890
gemini-cli	135669
gcc	135124
xorgproto	134877
simdjson	133963
jpeg-turbo	130901
zlib	127712
m4	126759
hdrhistogram_c	126207
git	122800
zlib-ng-compat	114807
gnutls	113733
dav1d	105498
coreutils	105376
uvwasi	104570
bzip2	103714
krb5	102919
p11-kit	102763
fontconfig	101681
svt-av1	99546
libffi	98800
openexr	97712
libxcb	95954
libxau	95452
libssh2	93517
libgcrypt	92878
libxdmcp	92170
protobuf	90508
libedit	89371
pango	88548
libvpx	88468
openjph	86845
libxrender	86633
unzip	85221
berkeley-db@5	84381
opus	84000
jpeg-xl	83868
pixman	82966
curl	81571
libgpg-error	79348
xcbeautify	78896
binutils	78726
cairo	77874
abseil	77750
mise	75697
yt-dlp	74945
gnupg	72617
libthai	70252
libtasn1	70126
libdatrie	70103
x265	70058
giflib	69941
libxml2	69588
mpfr	69322
python@3.12	68896
sdl2	68566
libtool	68428
yq	68136
jq	67112
