formula	count
ca-certificates	537274
openssl@3	493137
gh	300938
python@3.14	289585
node	267349
glib	236991
sqlite	229107
ffmpeg	222609
awscli	207136
uv	206571
pkgconf	197675
fontconfig	190950
harfbuzz	187636
xz	181237
cmake	172216
zstd	165483
go	153527
simdjson	142698
pcre2	138249
libffi	136487
ncurses	132910
readline	132270
lz4	125605
icu4c@78	125338
libtiff	124202
json-c	124064
gmp	120339
libcap	115184
mpdecimal	114097
libnghttp2	112441
little-cms2	111347
jpeg-turbo	104009
gcc	103511
libx11	102558
protobuf	101145
expat	99640
zlib-ng-compat	99136
libpng	94176
bubblewrap	93734
poppler	93410
llhttp	88681
gettext	85828
webp	85141
libngtcp2	83818
git	83556
libnghttp3	83171
z3	82638
abseil	82090
mpg123	81957
libunistring	81428
p11-kit	80327
pango	79685
sdl3	79536
ripgrep	79072
giflib	77190
llvm	76311
jq	75416
openjdk	75275
python@3.13	74951
libssh2	72583
freetype	71994
x265	70468
c-ares	70354
dav1d	70147
brotli	69637
python@3.12	69535
fmt	69232
pipx	69126
xorgproto	68712
mise	68185
fzf	67932
coreutils	66950
oniguruma	66544
graphite2	66135
libvmaf	65697
imagemagick	64330
libpsl	64089
simdutf	63079
libxext	61455
ada-url	61118
xcbeautify	60870
tmux	60848
yq	60590
libxcb	60364
pnpm	60244
libtool	59115
nss	59087
yt-dlp	59026
ollama	56977
gnupg	55973
gnutls	55436
merve	55148
docker	55069
gdk-pixbuf	54844
krb5	54773
ruby	53923
hello	53488
ninja	52969
deno	52921
openldap	52579
