formula	count
openssl@3	564571
xz	458071
ca-certificates	444947
sqlite	389533
python@3.14	355004
gh	319237
zstd	315296
node	285013
readline	260685
lz4	239356
libpng	238682
libnghttp2	236184
icu4c@78	228554
pcre2	204405
awscli	198756
ffmpeg	194543
glib	194443
libunistring	190315
libngtcp2	187792
mpdecimal	183659
harfbuzz	173626
simdjson	173127
uv	165303
gmp	165293
jpeg-turbo	162541
freetype	155353
gettext	153900
little-cms2	150999
cmake	150957
expat	150931
giflib	145574
simdutf	141534
llhttp	138704
ncurses	137917
git	137245
zlib-ng-compat	134526
libtiff	134487
go	133684
merve	131099
libx11	129185
pkgconf	127821
brotli	127207
python@3.13	126825
libvmaf	123883
coreutils	120938
libnghttp3	119746
libxext	117936
xorgproto	114952
libuv	111267
fontconfig	108027
c-ares	105865
nbytes	105827
gnupg	103664
x265	102045
gnutls	101690
fmt	101644
ada-url	97432
gemini-cli	96262
libgpg-error	95354
m4	92740
libffi	92490
libgcrypt	92475
unbound	92245
mise	91418
pixman	91075
libxcb	91065
libxau	90766
bzip2	88830
openexr	88072
dav1d	87772
libxdmcp	87766
cairo	87502
ollama	87017
libxrender	86457
libmpc	83416
xcbeautify	82026
hdrhistogram_c	81993
jq	81689
ripgrep	80329
uvwasi	80212
krb5	79547
libedit	79130
llvm	78959
gcc	77848
python@3.12	75755
lzo	75627
unzip	73298
certifi	73068
svt-av1	72937
aom	72232
libevent	71725
libssh2	71371
pango	71279
imagemagick	71235
opus	71146
libomp	70435
graphite2	70103
poppler	69992
libidn2	69879
p11-kit	69411
