formula	count
ca-certificates	545850
openssl@3	532494
node	300016
sqlite	278847
gh	270178
python@3.14	244786
libcap	242340
pkgconf	229624
glib	228924
uv	227590
awscli	216087
bubblewrap	210878
fontconfig	192129
xz	182329
ffmpeg	179781
cmake	171516
zstd	167730
pcre2	143829
harfbuzz	143541
json-c	138951
libffi	138223
readline	133940
ncurses	128855
icu4c@78	127979
lz4	127019
libtiff	126932
gmp	126053
mpdecimal	118575
go	115172
ripgrep	115111
jpeg-turbo	111605
poppler	110412
libx11	106285
libnghttp3	105927
libngtcp2	104667
libnghttp2	102469
zlib-ng-compat	101698
git	99112
expat	95146
libpng	94573
llhttp	94458
libssh2	93699
webp	90825
simdjson	89915
gettext	89461
pipx	87813
little-cms2	86185
libunistring	84292
gcc	81387
c-ares	81025
libtool	80753
p11-kit	80558
giflib	80506
dav1d	80405
jq	79708
pango	77234
mpg123	76550
fmt	76214
z3	76013
python@3.13	75939
sdl3	75701
freetype	73912
coreutils	73762
protobuf	73051
ada-url	72885
mise	72574
xorgproto	71940
docker	70999
luajit	69622
graphite2	69470
libvmaf	69228
fzf	69030
brotli	68122
pnpm	68076
openjdk	66925
imagemagick	66287
deno	65359
libxext	64689
certifi	63939
libxcb	62712
llvm	62111
gnupg	62032
libpsl	61548
tesseract	60003
svt-av1	59847
xcbeautify	59498
oniguruma	59151
pyenv	59073
abseil	57891
gnutls	56895
python@3.12	56847
ollama	55451
lame	54103
krb5	53879
libgit2	53534
just	53084
binutils	52882
libxau	52796
cairo	52643
libxdmcp	52510
