formula	count
ca-certificates	537326
openssl@3	513156
node	288774
gh	283200
python@3.14	281598
sqlite	276746
glib	236651
uv	211458
awscli	208111
ffmpeg	196649
pkgconf	194134
fontconfig	191805
xz	183234
libcap	180621
cmake	167503
zstd	167195
harfbuzz	165960
bubblewrap	151728
go	147287
pcre2	142623
libffi	138913
readline	134464
ncurses	133201
json-c	128340
icu4c@78	128231
lz4	127479
libtiff	126684
gmp	122762
simdjson	121389
mpdecimal	117461
libnghttp2	109050
jpeg-turbo	107878
poppler	106460
libnghttp3	105486
libx11	105089
libngtcp2	104476
zlib-ng-compat	100275
expat	100070
libpng	94593
llhttp	92683
libssh2	88950
gcc	88686
webp	88638
ripgrep	87919
protobuf	87807
gettext	87187
little-cms2	86542
git	86057
z3	84350
libunistring	82554
pipx	81519
openjdk	81000
pango	80349
mpg123	80300
p11-kit	79741
giflib	79500
sdl3	79002
jq	76500
python@3.13	74751
llvm	74606
c-ares	74334
mise	73840
ada-url	73657
freetype	73191
abseil	72117
dav1d	71577
xorgproto	70711
fmt	70491
brotli	69311
coreutils	69010
imagemagick	68548
fzf	68442
graphite2	68306
libvmaf	67987
python@3.12	65636
tesseract	65614
luajit	64709
certifi	64480
libpsl	64228
libtool	64204
libxext	63157
oniguruma	62043
libxcb	62021
ollama	60812
xcbeautify	59327
pnpm	58716
gnupg	57118
docker	56981
tmux	56870
yq	56823
deno	55840
gnutls	55662
krb5	54600
nss	54444
simdutf	53634
binutils	53545
ninja	53253
hello	53196
gdk-pixbuf	53079
pyenv	52843
