formula	count
ca-certificates	498146
openssl@3	482320
python@3.14	271137
gh	265738
ffmpeg	215034
node	195237
uv	190023
sqlite	185437
awscli	183408
glib	176828
pkgconf	169819
xz	164564
go	163010
harfbuzz	161210
cmake	154843
pcre2	154269
fontconfig	151951
zstd	151486
simdjson	134192
ncurses	123717
libffi	119233
readline	118303
lz4	116906
gmp	116306
little-cms2	114018
icu4c@78	112975
libtiff	110066
json-c	108190
gcc	103709
protobuf	103201
mpdecimal	102198
expat	98539
zlib-ng-compat	93029
jpeg-turbo	92017
libx11	90122
libpng	86338
abseil	83961
libnghttp2	76197
webp	76010
gettext	75368
libunistring	72528
x265	72244
git	72092
llvm	70321
jq	68993
giflib	68479
gnupg	67294
libngtcp2	67253
libnghttp3	66644
python@3.12	66488
coreutils	66140
freetype	65262
openjdk	64939
oniguruma	64888
simdutf	64745
ripgrep	64616
brotli	63815
sdl3	62559
dav1d	62448
c-ares	61520
fmt	61146
p11-kit	61130
nss	60901
poppler	60802
imagemagick	60632
mise	60512
pango	60495
xcbeautify	60357
xorgproto	60338
mpg123	58815
yq	58794
graphite2	58727
libvmaf	58378
libssh2	57106
python@3.13	57078
yt-dlp	56846
pipx	56475
merve	56242
llhttp	55755
tmux	55298
libvpx	55094
z3	55001
libxext	54495
hello	54209
libxcb	53698
pnpm	53181
gdk-pixbuf	52557
ollama	52499
libtool	52334
gnutls	51881
libpsl	51653
ruby	50911
krb5	50314
libgcrypt	48400
libgit2	48065
ninja	48053
rust	47858
fzf	47485
bzip2	47390
libpq	46862
