formula	count
openssl@3	536879
ca-certificates	510736
node	302082
sqlite	279516
gh	272712
libcap	257431
pkgconf	244022
glib	226702
bubblewrap	225958
python@3.14	225685
uv	219780
awscli	217009
fontconfig	193681
xz	182132
cmake	174209
zstd	167594
ffmpeg	163836
pcre2	143808
json-c	142761
libffi	139529
readline	134080
harfbuzz	128422
icu4c@78	127888
ncurses	127804
libtiff	127618
gmp	126873
lz4	126696
mpdecimal	118478
ripgrep	113176
jpeg-turbo	112645
poppler	111215
go	108947
libnghttp3	106680
libx11	106402
libngtcp2	105410
zlib-ng-compat	102641
libnghttp2	100693
git	100352
libssh2	96890
libpng	94776
llhttp	94012
expat	92678
webp	91618
gettext	89954
simdjson	88376
dav1d	88217
pipx	87330
little-cms2	86223
libunistring	85056
c-ares	84273
p11-kit	82591
gcc	81768
jq	80869
giflib	80728
libtool	79386
z3	77611
python@3.13	76997
pango	76508
fmt	76140
mpg123	76043
coreutils	74804
sdl3	74565
freetype	73888
mise	72969
xorgproto	72305
ada-url	71366
luajit	71316
protobuf	71194
docker	70943
pnpm	70929
graphite2	69907
fzf	69860
libvmaf	69337
brotli	68000
openjdk	66324
imagemagick	65815
deno	65191
svt-av1	65171
libxext	65157
gnupg	64091
certifi	63779
libxcb	62896
llvm	62720
pyenv	60232
xcbeautify	60052
oniguruma	59127
libpsl	59123
tesseract	58240
gnutls	57514
lame	56929
ollama	56417
abseil	55386
ruby	54174
krb5	53501
just	53011
cairo	52998
libxau	52822
hdrhistogram_c	52743
binutils	52685
libxdmcp	52412
