formula	count
ca-certificates	537287
openssl@3	496175
python@3.14	291327
gh	288508
node	264656
glib	231516
ffmpeg	225646
sqlite	222401
uv	205163
awscli	204727
pkgconf	200896
fontconfig	191344
harfbuzz	185569
xz	180920
cmake	169267
zstd	165011
go	156442
simdjson	140053
pcre2	136916
libffi	136532
ncurses	132886
readline	131720
lz4	125491
icu4c@78	124843
libtiff	123541
json-c	122666
gmp	121255
little-cms2	115812
mpdecimal	113399
libnghttp2	108421
gcc	106844
protobuf	104968
jpeg-turbo	103324
libcap	102170
libx11	101976
zlib-ng-compat	101041
expat	100844
libpng	94344
poppler	90045
gettext	85567
abseil	85163
webp	84650
git	83370
bubblewrap	82582
mpg123	82154
libunistring	81338
libngtcp2	80618
p11-kit	80480
z3	80098
libnghttp3	79976
pango	79937
sdl3	79406
llvm	78235
giflib	76854
ripgrep	76524
jq	75861
llhttp	75696
python@3.13	75471
openjdk	73932
x265	73515
freetype	71809
python@3.12	70368
dav1d	69584
brotli	69520
c-ares	69444
libssh2	69436
oniguruma	69409
fmt	68613
xorgproto	68249
mise	68006
coreutils	67374
graphite2	65875
libvmaf	65264
pipx	64727
simdutf	64622
libpsl	64360
imagemagick	63591
fzf	63364
nss	63172
yq	62417
libxext	61183
tmux	61122
xcbeautify	60939
pnpm	60905
yt-dlp	60462
libxcb	60216
libtool	58578
ada-url	57805
ollama	57119
hello	57099
merve	56647
gnupg	56119
gdk-pixbuf	55508
gnutls	55436
deno	55339
libvpx	55159
krb5	54938
ruby	54282
openldap	53190
mole	52906
