formula	count
ca-certificates	510071
openssl@3	421885
sqlite	352197
python@3.14	309799
xz	306659
gh	275220
zstd	239929
node	228283
fontconfig	205638
readline	202320
awscli	195921
glib	183317
icu4c@78	182503
pcre2	181792
lz4	181704
uv	168593
harfbuzz	158368
mpdecimal	152783
cmake	148583
ffmpeg	145527
libunistring	143495
libpng	142807
libngtcp2	142178
gmp	136826
gettext	132944
little-cms2	132854
ncurses	129892
jpeg-turbo	128491
libnghttp3	127859
go	125793
libx11	125127
libtiff	124192
gnutls	116971
freetype	115472
expat	115339
libnghttp2	113379
pkgconf	112625
graphite2	110606
zlib-ng-compat	105463
llvm	102887
libxext	100269
brotli	99882
git	97378
giflib	96682
xorgproto	96656
llhttp	94460
libffi	93385
coreutils	91495
fmt	90753
gnupg	90643
imagemagick	90606
aom	88686
libvmaf	84803
cairo	83045
simdjson	82830
c-ares	82807
libxcb	81044
libusb	79436
poppler	79191
protobuf	79115
xcbeautify	78757
pixman	78008
nettle	77455
simdutf	76821
openjdk	75828
mise	75601
x265	74272
libuv	74067
certifi	73642
docker	73038
dav1d	72415
pnpm	72276
ada-url	71989
libxau	71961
gemini-cli	71811
deno	71482
libomp	71460
tmux	71000
libxdmcp	70885
merve	69781
libxrender	69538
ripgrep	69367
libgpg-error	69057
m4	68094
nbytes	66777
gcc	65995
python@3.12	65792
pango	65726
jq	65268
libheif	64843
yt-dlp	63944
openjph	63764
lzo	63726
pipx	63674
ruby	63309
fzf	63065
pyenv	62784
bzip2	62732
oniguruma	62579
ollama	62571
