formula	count
openssl@3	486420
ca-certificates	472476
xz	408258
sqlite	378604
python@3.14	359384
zstd	300553
gh	291869
node	276293
readline	249243
lz4	233937
libnghttp2	225903
icu4c@78	214151
glib	207619
ffmpeg	200861
pcre2	199343
awscli	190714
libpng	184486
libunistring	182441
mpdecimal	179813
uv	170027
simdjson	169845
little-cms2	163156
expat	160952
gmp	158129
harfbuzz	157941
libngtcp2	156890
jpeg-turbo	153468
llhttp	150340
cmake	149306
gettext	149183
freetype	147971
git	136725
simdutf	136366
ncurses	133619
libtiff	131977
zlib-ng-compat	131300
go	127996
gnutls	127976
merve	126988
libx11	125939
giflib	125196
pkgconf	124140
brotli	123804
coreutils	122802
gnupg	120710
libnghttp3	116680
libgpg-error	116248
libxext	115573
xorgproto	112850
libvmaf	111558
x265	109239
fontconfig	108960
libuv	103675
c-ares	103285
unbound	101874
python@3.13	101287
fmt	98693
nbytes	98198
llvm	94468
libedit	92384
pixman	92198
m4	91031
mise	91022
libxcb	90856
libxau	90322
cairo	88988
nettle	88931
ada-url	88631
libffi	88056
libxdmcp	87585
libxrender	86012
dav1d	85368
bzip2	85024
xcbeautify	83332
libksba	82190
aom	80618
python@3.12	80476
docker	79949
libgcrypt	79373
hdrhistogram_c	79241
imagemagick	78902
jq	78443
lzo	77697
certifi	77695
uvwasi	76821
ollama	76477
krb5	75523
ruby	75514
pnpm	74560
gcc	74442
openjph	73994
ripgrep	73687
gemini-cli	73361
libmpc	73310
curl	73141
libssh2	71669
graphite2	71567
libomp	70399
unzip	69972
opus	69737
