formula	count
openssl@3	535959
xz	504951
ca-certificates	486578
sqlite	398506
zstd	333217
node	317176
gh	316319
python@3.14	302653
readline	276422
libpng	261249
icu4c@78	251597
lz4	245855
libnghttp2	239204
libngtcp2	219080
pcre2	211894
libunistring	205134
simdjson	204178
jpeg-turbo	203327
harfbuzz	201946
awscli	195974
mpdecimal	189725
glib	182453
ffmpeg	174941
freetype	172093
cmake	166152
uv	165279
gettext	165088
gmp	161471
expat	147744
ncurses	144935
giflib	142234
brotli	141212
git	141152
go	140812
zlib-ng-compat	138101
libtiff	137527
libx11	133577
pkgconf	133123
libnghttp3	129779
little-cms2	126482
libuv	124196
libxext	120007
ada-url	118027
xorgproto	117470
libvmaf	116167
openexr	112798
c-ares	111811
gemini-cli	110745
fontconfig	106727
fmt	105860
coreutils	104411
llhttp	103940
python@3.13	101186
libffi	97109
simdutf	95557
m4	95142
bzip2	93457
aom	92941
gnupg	92796
libxcb	91450
libxau	90983
dav1d	90469
mise	90437
libgcrypt	90021
pixman	88653
ollama	88549
libxdmcp	88131
hdrhistogram_c	87413
x265	87243
uvwasi	86298
libxrender	86089
cairo	85085
libmpc	84834
jq	84574
krb5	84436
libedit	84308
svt-av1	82954
poppler	82455
gnutls	81773
merve	81132
gcc	80476
libgpg-error	80376
neovim	79481
pango	78835
xcbeautify	78645
unzip	77810
libssh2	75951
ripgrep	74983
libevent	74593
berkeley-db@5	73854
p11-kit	73319
libomp	73269
lzo	72725
opus	72195
libidn2	72109
imagemagick	71871
llvm	71302
libvpx	70733
libtasn1	69593
autoconf	69297
