formula	count
ca-certificates	508779
openssl@3	479244
xz	461835
sqlite	415459
zstd	359656
node	358440
gh	316326
readline	300222
icu4c@78	295927
python@3.14	261495
lz4	253746
libnghttp2	240788
harfbuzz	236238
libunistring	230996
glib	228140
pcre2	227634
simdjson	225144
awscli	202019
mpdecimal	201810
uv	200652
libngtcp2	200148
libpng	195191
freetype	194388
jpeg-turbo	186977
gettext	183235
ffmpeg	177482
cmake	170658
brotli	165161
gmp	163137
expat	160431
libuv	153988
ncurses	151551
libtiff	146572
zlib-ng-compat	146170
libnghttp3	145706
go	145570
libx11	145521
pkgconf	143949
giflib	140623
git	139458
ada-url	138615
little-cms2	129717
libxext	128585
xorgproto	126326
c-ares	123963
gemini-cli	119938
openexr	118576
fmt	114375
gnupg	110012
fontconfig	109640
m4	104923
python@3.13	103510
aom	102713
libffi	102546
llhttp	102218
bzip2	99947
uvwasi	97179
libxcb	96700
hdrhistogram_c	96658
libxau	96038
dav1d	94639
libxdmcp	93296
svt-av1	92808
coreutils	91385
libedit	91208
gcc	91190
pixman	90762
pango	90721
libxrender	89954
gnutls	88711
mise	88589
krb5	88581
cairo	86615
pipx	85853
unzip	84499
berkeley-db@5	83745
protobuf	83050
poppler	82731
libmpc	82729
jq	82222
libssh2	81495
xcbeautify	79693
p11-kit	79594
libgpg-error	79243
deno	78199
libgcrypt	76463
yt-dlp	76246
libevent	75774
ollama	75602
imagemagick	75347
curl	75090
libvpx	74788
libomp	74727
opus	74701
libtasn1	74601
autoconf	74377
libidn2	74306
lzo	73292
unbound	72176
libvmaf	71541
