formula	count
ca-certificates	522377
openssl@3	515602
python@3.14	286384
gh	284267
ffmpeg	225827
node	222838
uv	206789
sqlite	202954
awscli	198025
glib	195164
pkgconf	184577
fontconfig	178352
xz	175899
harfbuzz	170407
go	168459
cmake	165269
pcre2	160875
zstd	160625
simdjson	138775
libffi	133847
ncurses	131187
readline	127611
lz4	123489
gmp	120866
icu4c@78	120647
little-cms2	117943
libtiff	117601
json-c	117384
mpdecimal	109996
gcc	109062
protobuf	106148
expat	104492
zlib-ng-compat	98594
jpeg-turbo	98291
libx11	96448
libpng	91433
abseil	86219
libnghttp2	84740
gettext	81502
webp	80868
libunistring	78477
git	78454
p11-kit	75381
x265	75236
llvm	75232
jq	73707
libngtcp2	73437
giflib	73123
libnghttp3	72969
pango	70760
sdl3	70536
ripgrep	70142
oniguruma	70062
gnupg	69646
python@3.12	69541
z3	69397
freetype	69212
openjdk	68929
poppler	68300
brotli	68204
python@3.13	67345
dav1d	67086
coreutils	66985
mpg123	66249
simdutf	66194
c-ares	66186
fmt	65763
mise	64709
xorgproto	64547
imagemagick	63521
nss	63119
libssh2	63043
pipx	63031
llhttp	62838
graphite2	62788
libvmaf	62595
yq	62130
yt-dlp	60345
xcbeautify	59453
hello	59120
libcap	58804
tmux	58482
libxext	58276
merve	57914
ollama	57728
libxcb	57468
libvpx	57357
pnpm	57132
libtool	56518
libpsl	55513
deno	55050
gdk-pixbuf	54873
gnutls	54855
ruby	53470
krb5	53198
openldap	53036
ninja	51676
fzf	51648
ada-url	50917
libgit2	50542
