formula	count
openssl@3	547979
ca-certificates	488957
node	306187
sqlite	283272
gh	273116
libcap	269511
bubblewrap	239329
pkgconf	237576
python@3.14	231669
glib	216721
awscli	213625
uv	205115
xz	188740
fontconfig	186725
cmake	182630
zstd	172702
ffmpeg	163992
json-c	160169
libffi	153804
pcre2	146436
libtiff	139644
readline	137680
icu4c@78	131521
lz4	129854
gmp	129481
go	126065
ncurses	124491
jpeg-turbo	123224
harfbuzz	121995
mpdecimal	119058
libssh2	112007
poppler	111796
c-ares	110190
libngtcp2	109289
libnghttp3	109156
ripgrep	109127
libx11	107750
git	105732
zlib-ng-compat	102672
libpng	98860
webp	98513
gettext	93487
libnghttp2	93052
llhttp	92433
little-cms2	89693
expat	88690
libunistring	88591
luajit	86261
dav1d	85870
giflib	85592
jq	83497
simdjson	83381
gcc	82474
pipx	81293
p11-kit	80212
fmt	80038
python@3.13	78362
lame	77554
coreutils	76685
freetype	76260
mpg123	76070
libtool	74923
mise	74358
xorgproto	74103
fzf	74060
pnpm	73829
libvmaf	73427
sdl3	72728
graphite2	72211
gnupg	70480
imagemagick	70021
brotli	69598
pango	68808
libxext	68554
z3	68237
ada-url	67777
docker	64061
libxcb	63910
llvm	63781
deno	63629
svt-av1	63532
openjdk	63395
certifi	62885
protobuf	62632
xcbeautify	60414
gnutls	59181
hdrhistogram_c	59126
oniguruma	57796
cairo	55522
just	55183
tesseract	54780
pyenv	54695
krb5	54500
libxau	54012
ruby	53448
libpsl	53287
x265	53116
libxdmcp	53083
libevent	52749
pixman	51763
