formula	count
openssl@3	550591
xz	468539
ca-certificates	447749
sqlite	386564
python@3.14	342191
gh	316090
zstd	313780
node	291025
readline	259784
libpng	237971
lz4	236223
libnghttp2	234174
icu4c@78	229611
pcre2	202578
libngtcp2	191442
awscli	191213
simdjson	190874
libunistring	189941
harfbuzz	187972
glib	181847
mpdecimal	181580
ffmpeg	180867
jpeg-turbo	164754
gmp	161891
freetype	155135
gettext	153424
uv	151630
cmake	150919
expat	149122
little-cms2	146260
giflib	142772
ncurses	137092
git	136509
go	134258
zlib-ng-compat	133135
libtiff	133016
simdutf	130548
libvmaf	128608
llhttp	127958
brotli	127510
libx11	127174
pkgconf	126529
python@3.13	121422
libnghttp3	120161
merve	119186
libxext	115867
coreutils	114653
libuv	113130
xorgproto	112946
c-ares	105962
fontconfig	105060
fmt	101415
gnupg	101392
ada-url	99866
x265	98579
openexr	98252
nbytes	95604
gnutls	95518
gemini-cli	94441
libffi	91820
mise	91564
m4	91493
libgpg-error	90669
libgcrypt	90550
ollama	89664
libxcb	88967
libxau	88725
bzip2	88650
pixman	88339
dav1d	87651
unbound	85986
libxdmcp	85741
cairo	84932
libxrender	84662
libmpc	83083
hdrhistogram_c	82323
uvwasi	80705
jq	80691
aom	79259
ripgrep	78751
krb5	78508
xcbeautify	77994
libedit	77989
gcc	77825
llvm	75651
svt-av1	74239
fzf	74093
python@3.12	73319
poppler	73257
unzip	73097
lzo	73053
libevent	71439
opus	71029
pango	70894
imagemagick	70881
certifi	70763
libssh2	70578
libomp	70438
p11-kit	69129
libidn2	69080
