formula	count
ca-certificates	524581
openssl@3	446867
sqlite	356760
xz	356658
python@3.14	328648
zstd	271835
gh	253431
node	250604
readline	228605
lz4	210852
glib	204986
icu4c@78	198246
pcre2	193072
uv	191457
awscli	190199
ffmpeg	171959
mpdecimal	168515
libunistring	166304
libpng	160994
libnghttp2	159566
fontconfig	153002
gmp	148137
libngtcp2	147106
cmake	145164
gettext	143900
jpeg-turbo	142654
gnutls	142221
harfbuzz	140661
expat	140312
little-cms2	139210
freetype	134275
go	133501
ncurses	132261
libtiff	129929
simdjson	129227
llhttp	128569
libx11	126434
libnghttp3	124895
pkgconf	120394
zlib-ng-compat	117337
brotli	114242
giflib	109880
libxext	109276
git	108807
gnupg	107953
xorgproto	106863
coreutils	101048
fmt	99725
aom	99002
simdutf	98565
nettle	98538
llvm	98479
libgpg-error	97588
libvmaf	95388
c-ares	95001
merve	90937
libuv	89954
cairo	87765
libxcb	87437
unbound	87376
pixman	87297
libksba	85249
graphite2	85190
nbytes	84653
ada-url	84402
imagemagick	83671
x265	83556
libedit	83484
libxau	83126
mise	83086
xcbeautify	82864
pnpm	81804
libxdmcp	81513
m4	81387
docker	81332
libxrender	79620
dav1d	79267
libusb	78638
certifi	77705
gemini-cli	76620
ruby	76457
libffi	75837
python@3.13	75542
bzip2	75000
libomp	74820
protobuf	74102
lzo	73264
ripgrep	72359
openjph	72144
jq	71556
libgit2	70775
hdrhistogram_c	70726
openjdk	70525
krb5	69542
pango	68634
libssh2	68629
pyenv	68521
uvwasi	68093
gcc	68070
pipx	67742
