formula	count
openssl@3	325735
ca-certificates	314282
gh	196648
python@3.14	141726
uv	134468
ffmpeg	128182
node	123461
pcre2	121172
cmake	117890
pkgconf	115269
sqlite	112169
glib	109257
awscli	108405
xz	107338
go	103520
zstd	101683
harfbuzz	97675
gmp	93647
fontconfig	91828
little-cms2	90854
simdjson	90175
lz4	79053
ncurses	77692
gcc	77181
readline	73595
icu4c@78	72270
json-c	70273
libtiff	70099
coreutils	64740
mpdecimal	63684
protobuf	63132
libx11	59772
jpeg-turbo	59572
libpng	59141
x265	58958
libffi	56619
zlib-ng-compat	56414
expat	54649
xcbeautify	52348
gnupg	51127
webp	49738
gettext	49419
libunistring	47743
abseil	47698
jq	46695
libnghttp2	45893
libvpx	45196
git	45003
giflib	44712
freetype	44400
yt-dlp	44092
imagemagick	43477
simdutf	42458
oniguruma	41526
openjdk	41480
brotli	41390
libnghttp3	40618
xorgproto	40496
libngtcp2	40440
c-ares	40170
dav1d	40127
libgcrypt	39633
fmt	39553
graphite2	39229
libvmaf	38712
ripgrep	38215
mise	37925
sdl3	37741
llvm	37038
python@3.13	36720
libxext	36632
gnutls	36330
python@3.12	36195
libxcb	36061
poppler	35882
libssh2	35420
neovim	35351
hello	35236
pango	35198
libheif	34991
p11-kit	34880
yq	34798
merve	34779
mpg123	34578
krb5	33604
nss	33283
libtool	32894
kubernetes-cli	32890
ninja	32594
ruby	32258
rust	32177
tmux	32046
libksba	31877
libomp	31544
llhttp	31304
sdl2-compat	31298
swiftlint	30858
pnpm	30706
curl	30683
pipx	30599
