formula	count
ca-certificates	511733
openssl@3	426520
sqlite	353357
python@3.14	318094
xz	308800
gh	280748
zstd	243084
node	229769
fontconfig	209471
readline	204720
awscli	201635
glib	184656
lz4	184065
icu4c@78	183772
pcre2	183346
uv	169207
harfbuzz	160069
mpdecimal	155257
cmake	149303
ffmpeg	144305
libpng	143782
libunistring	143261
libngtcp2	142549
gmp	139468
little-cms2	134003
gettext	133433
ncurses	132801
jpeg-turbo	129218
libnghttp3	128488
go	126618
libx11	126515
libtiff	125627
gnutls	116621
expat	116548
freetype	115865
pkgconf	112926
graphite2	112872
libnghttp2	111495
zlib-ng-compat	108219
llvm	103056
libxext	101108
brotli	99688
libffi	97628
xorgproto	97561
giflib	97373
git	97175
coreutils	93556
llhttp	93540
fmt	91097
gnupg	90023
imagemagick	89687
aom	86549
libvmaf	84718
cairo	83786
c-ares	82906
xcbeautify	82066
libxcb	81875
simdjson	81336
poppler	80757
protobuf	80515
libusb	80212
pixman	78525
openjdk	76881
nettle	76689
simdutf	76119
mise	75729
pnpm	74072
certifi	74045
x265	73869
libuv	73625
docker	72485
libxau	72398
dav1d	72378
deno	72291
ada-url	71763
libomp	71561
tmux	71491
libxdmcp	71293
gemini-cli	70952
libxrender	69858
ripgrep	69511
merve	69070
libgpg-error	68903
m4	68166
gcc	67337
python@3.12	67271
jq	66413
nbytes	66095
pango	65923
libcap	65349
libheif	65173
bzip2	64540
lzo	63974
pipx	63814
oniguruma	63532
pyenv	63317
ruby	63286
openjph	63180
fzf	63026
krb5	62897
