formula	count
ca-certificates	527333
openssl@3	507569
xz	480897
sqlite	415501
zstd	352250
node	338846
icu4c@78	298059
readline	292903
gh	284572
python@3.14	283829
lz4	252151
libnghttp2	244759
glib	225820
libpng	223505
pcre2	222909
libunistring	222335
harfbuzz	215532
simdjson	210939
awscli	200081
mpdecimal	198180
libngtcp2	197223
jpeg-turbo	194858
uv	193034
freetype	192624
ffmpeg	179600
gettext	177033
cmake	172871
gmp	162685
expat	159642
brotli	158368
ncurses	150162
go	145586
libtiff	144629
zlib-ng-compat	143989
libx11	142415
libnghttp3	141456
libuv	141164
giflib	140949
pkgconf	140485
git	138461
ada-url	136933
libxext	126573
little-cms2	126212
xorgproto	124398
c-ares	119800
openexr	118992
gemini-cli	116680
fmt	111888
fontconfig	109207
aom	108158
python@3.13	107553
llhttp	103025
m4	101911
libffi	100608
bzip2	98319
gnupg	96946
libxcb	95788
libxau	95269
svt-av1	94294
hdrhistogram_c	94239
uvwasi	93989
dav1d	93486
libxdmcp	92450
pango	91888
coreutils	90734
pixman	90660
libedit	89877
pipx	89652
mise	89137
libxrender	89079
krb5	87780
gcc	87536
libvmaf	87213
gnutls	87199
cairo	86635
libmpc	84362
poppler	84040
jq	83314
unzip	82633
berkeley-db@5	82049
protobuf	81022
ollama	80985
libssh2	80526
autoconf	80040
xcbeautify	79608
p11-kit	78058
libgpg-error	77434
libevent	76282
deno	76231
libgcrypt	76015
imagemagick	75262
libidn2	74495
opus	74035
libvpx	73923
lzo	73669
libtasn1	73580
unbound	71380
libomp	71223
util-linux	70044
sdl2	69650
