formula	count
openssl@3	529733
ca-certificates	418836
sqlite	287004
gh	276089
node	275962
libcap	261995
python@3.14	255377
bubblewrap	239702
xz	211428
glib	210953
zstd	194195
ffmpeg	189554
awscli	185542
libffi	182215
fontconfig	178728
uv	172582
pkgconf	166351
libtiff	160032
cmake	158590
readline	155475
jpeg-turbo	152893
pcre2	151717
lz4	143766
icu4c@78	143660
git	139871
gmp	134528
json-c	124861
mpdecimal	124026
libngtcp2	119891
libnghttp3	117107
c-ares	115041
fmt	114672
ncurses	111326
go	110669
libx11	110568
libpng	109627
harfbuzz	108069
gettext	106363
libunistring	104221
jq	104201
little-cms2	102526
libvmaf	101626
expat	101012
zlib-ng-compat	100910
gcc	97684
llhttp	94303
poppler	92105
python@3.13	89025
gnupg	88840
sdl3	88732
pango	86776
ripgrep	86087
freetype	85827
tmux	83941
giflib	83912
graphite2	82802
hdrhistogram_c	82291
libssh2	82160
dav1d	79595
libxext	79334
xorgproto	79022
coreutils	77478
brotli	77227
protobuf	76862
webp	76773
llvm	74757
luajit	73113
p11-kit	72911
libnghttp2	72492
imagemagick	71294
deno	70973
lame	70720
pnpm	69370
libxcb	68136
sdl2-compat	68081
libevent	66782
docker	66694
gnutls	66540
curl	66445
gpgme	65263
cairo	65146
z3	64409
mise	64098
pipx	64033
xcbeautify	62999
just	62255
oniguruma	61064
pixman	60985
libtool	58844
fzf	58492
yt-dlp	58297
libxau	57850
gdk-pixbuf	57844
x265	57602
svt-av1	57155
krb5	56657
python@3.12	56624
pyenv	56295
isl	55979
libxdmcp	55888
