formula	count
ca-certificates	436748
openssl@3	427066
sqlite	354794
python@3.14	329470
gh	295254
node	284275
xz	263004
zstd	224751
glib	204126
fontconfig	198351
awscli	190109
readline	186243
libcap	182777
uv	176278
ffmpeg	173614
pcre2	172170
icu4c@78	168070
lz4	166555
bubblewrap	164408
harfbuzz	160020
cmake	154922
libffi	153274
mpdecimal	144046
libngtcp2	142243
gmp	138183
libnghttp3	136475
libpng	128425
graphite2	128145
libunistring	126628
gettext	124061
little-cms2	123940
libx11	123048
ncurses	122989
jpeg-turbo	120014
libtiff	118379
go	117342
fmt	113003
llhttp	111999
gcc	110667
pkgconf	109948
expat	108431
libvmaf	107464
git	106386
zlib-ng-compat	105281
freetype	101427
llvm	98266
jq	96191
libxext	94019
xorgproto	89596
brotli	88967
poppler	87437
libnghttp2	86984
giflib	86493
protobuf	84950
python@3.13	84066
coreutils	83496
gnutls	83172
pango	79755
openjph	79317
pipx	78983
imagemagick	78589
cairo	78315
libxcb	77779
openexr	77086
xcbeautify	76778
c-ares	74309
certifi	73490
ollama	73173
python@3.12	72796
gnupg	71676
pixman	71592
libomp	70498
gdk-pixbuf	69087
tmux	68507
docker	67699
mise	66996
x265	66782
dav1d	65895
deno	65389
hdrhistogram_c	65273
libxau	65242
pnpm	65084
pyenv	64893
libxdmcp	64056
ripgrep	63755
z3	63327
libuv	62683
libxrender	62549
oniguruma	62195
curl	61853
nettle	61756
simdjson	61627
gpgme	59844
m4	59778
krb5	59609
bash	59418
simdutf	58752
yt-dlp	58344
libgpg-error	57994
ada-url	57853
